Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"mantap abis,  awet",1,mantap abis awet,"['mantap', 'abis', 'awet']","['mantap', 'habis', 'awet']","['mantap', 'habis', 'awet']","['mantap', 'habis', 'awet']",mantap habis awet
6 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barang sesuai deskripsi,  response penjual sangat responsif dan langsung di kirim same day.  tx seller. ",1,barang sesuai deskripsi response penjual sangat responsif dan langsung di kirim same day tx seller ,"['barang', 'sesuai', 'deskripsi', 'response', 'penjual', 'sangat', 'responsif', 'dan', 'langsung', 'di', 'kirim', 'same', 'day', 'tx', 'seller', '']","['barang', 'sesuai', 'deskripsi', 'response', 'penjual', 'sangat', 'responsif', 'dan', 'langsung', 'di', 'kirim', 'same', 'day', 'tak', 'seller', '']","['barang', 'sesuai', 'deskripsi', 'penjual', 'responsif', 'langsung', 'kirim', '']","['barang', 'sesuai', 'deskripsi', 'jual', 'responsif', 'langsung', 'kirim', '']",barang sesuai deskripsi jual responsif langsung kirim
6 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"proses delivery barang cepat namun belum bisa kasih ulasan mengenai produknya,  sekilas tampilan kardus masih bagus dan buble rap.  terima kasih",1,proses delivery barang cepat namun belum bisa kasih ulasan mengenai produknya sekilas tampilan kardus masih bagus dan buble rap terima kasih,"['proses', 'delivery', 'barang', 'cepat', 'namun', 'belum', 'bisa', 'kasih', 'ulasan', 'mengenai', 'produknya', 'sekilas', 'tampilan', 'kardus', 'masih', 'bagus', 'dan', 'buble', 'rap', 'terima', 'kasih']","['proses', 'delivery', 'barang', 'cepat', 'namun', 'belum', 'bisa', 'kasih', 'ulasan', 'mengenai', 'produknya', 'sekilas', 'tampilan', 'kardus', 'masih', 'bagus', 'dan', 'buble', 'rap', 'terima', 'kasih']","['proses', 'barang', 'cepat', 'kasih', 'ulasan', 'produknya', 'sekilas', 'tampilan', 'kardus', 'bagus', 'buble', 'terima', 'kasih']","['proses', 'barang', 'cepat', 'kasih', 'ulas', 'produk', 'kilas', 'tampil', 'kardus', 'bagus', 'buble', 'terima', 'kasih']",proses barang cepat kasih ulas produk kilas tampil kardus bagus buble terima kasih
6 bulan lalu,Miyako Magic Warmer Plus MCM-612 1.2 L,lengkap,1,lengkap,['lengkap'],['lengkap'],['lengkap'],['lengkap'],lengkap
6 bulan lalu,Miyako Kipas Angin (Desk Fan)KLB-18,"respon cepat,  pengiriman cepat,  kualitas barang bagus seperti ekspektasi,  blade dan motor tdk berisik,  anginnya halus tdk berlebihan",1,respon cepat pengiriman cepat kualitas barang bagus seperti ekspektasi blade dan motor tdk berisik anginnya halus tdk berlebihan,"['respon', 'cepat', 'pengiriman', 'cepat', 'kualitas', 'barang', 'bagus', 'seperti', 'ekspektasi', 'blade', 'dan', 'motor', 'tdk', 'berisik', 'anginnya', 'halus', 'tdk', 'berlebihan']","['respon', 'cepat', 'pengiriman', 'cepat', 'kualitas', 'barang', 'bagus', 'seperti', 'ekspektasi', 'blade', 'dan', 'motor', 'tidak', 'berisik', 'anginnya', 'halus', 'tidak', 'berlebihan']","['respon', 'cepat', 'pengiriman', 'cepat', 'kualitas', 'barang', 'bagus', 'ekspektasi', 'tidak', 'berisik', 'anginnya', 'halus', 'tidak']","['respon', 'cepat', 'kirim', 'cepat', 'kualitas', 'barang', 'bagus', 'ekspektasi', 'tidak', 'berisik', 'angin', 'halus', 'tidak']",respon cepat kirim cepat kualitas barang bagus ekspektasi tidak berisik angin halus tidak
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"sebelum tahu miyako ngeluarin pompa galon beli merk abal2 25 rebuan,  sebulan mati.  trus iseng beli merk miyako dah 2 tahun ga ada masalah.  ini beli lagi karena pindah rum. . .  ",1,sebelum tahu miyako ngeluarin pompa galon beli merk abal rebuan sebulan mati trus iseng beli merk miyako dah tahun ga ada masalah ini beli lagi karena pindah rum ,"['sebelum', 'tahu', 'miyako', 'ngeluarin', 'pompa', 'galon', 'beli', 'merk', 'abal', 'rebuan', 'sebulan', 'mati', 'trus', 'iseng', 'beli', 'merk', 'miyako', 'dah', 'tahun', 'ga', 'ada', 'masalah', 'ini', 'beli', 'lagi', 'karena', 'pindah', 'rum', '']","['sebelum', 'tahu', 'miyako', 'mengeluarkan', 'pompa', 'enggaklon', 'beli', 'merk', 'abal', 'rebuan', 'sebulan', 'mati', 'terus', 'iseng', 'beli', 'merk', 'miyako', 'deh', 'tahun', 'enggak', 'ada', 'masalah', 'ini', 'beli', 'lagi', 'karena', 'pindeh', 'rum', '']","['miyako', 'mengeluarkan', 'enggaklon', 'beli', 'abal', 'rebuan', 'sebulan', 'mati', 'iseng', 'beli', 'miyako', 'deh', 'enggak', 'beli', 'pindeh', '']","['miyako', 'keluar', 'enggaklon', 'beli', 'abal', 'rebu', 'bulan', 'mati', 'iseng', 'beli', 'miyako', 'deh', 'enggak', 'beli', 'pindeh', '']",miyako keluar enggaklon beli abal rebu bulan mati iseng beli miyako deh enggak beli pindeh
6 bulan lalu,Miyako Water Dispenser Hot Normal WD-189 H,mantab bbbbbbbb bbbbbbbb,1,mantab bbbbbbbb bbbbbbbb,"['mantab', 'bbbbbbbb', 'bbbbbbbb']","['mantab', 'bbbbbbbb', 'bbbbbbbb']","['mantab', 'bbbbbbbb', 'bbbbbbbb']","['mantab', 'bbbbbbbb', 'bbbbbbbb']",mantab bbbbbbbb bbbbbbbb
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"barang sdh bisa pake langsung,  ga perlu cas dlu.  penjual responsive.  pengiriman cepat dn packaging aman. ",1,barang sdh bisa pake langsung ga perlu cas dlu penjual responsive pengiriman cepat dn packaging aman ,"['barang', 'sdh', 'bisa', 'pake', 'langsung', 'ga', 'perlu', 'cas', 'dlu', 'penjual', 'responsive', 'pengiriman', 'cepat', 'dn', 'packaging', 'aman', '']","['barang', 'sudah', 'bisa', 'pakai', 'langsung', 'enggak', 'perlu', 'cas', 'dulu', 'penjual', 'responsive', 'pengiriman', 'cepat', 'dan', 'packaging', 'aman', '']","['barang', 'pakai', 'langsung', 'enggak', 'cas', 'penjual', 'pengiriman', 'cepat', 'packaging', 'aman', '']","['barang', 'pakai', 'langsung', 'enggak', 'cas', 'jual', 'kirim', 'cepat', 'packaging', 'aman', '']",barang pakai langsung enggak cas jual kirim cepat packaging aman
6 bulan lalu,Miyako MCM 586 BH Rice Cooker Magic Warmer Plus 1.8 L Berlian Hitam,respon penjualnya top proses pesanan cepat,1,respon penjualnya top proses pesanan cepat,"['respon', 'penjualnya', 'top', 'proses', 'pesanan', 'cepat']","['respon', 'penjualnya', 'top', 'proses', 'pesanan', 'cepat']","['respon', 'penjualnya', 'proses', 'pesanan', 'cepat']","['respon', 'jual', 'proses', 'pesan', 'cepat']",respon jual proses pesan cepat
6 bulan lalu,Miyako KAD-06,gemes.  lebih gemes kalo warnanya putih,1,gemes lebih gemes kalo warnanya putih,"['gemes', 'lebih', 'gemes', 'kalo', 'warnanya', 'putih']","['gemas', 'lebih', 'gemas', 'kalo', 'warnanya', 'putih']","['gemas', 'gemas', 'warnanya', 'putih']","['gemas', 'gemas', 'warna', 'putih']",gemas gemas warna putih
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,gurih,1,gurih,['gurih'],['gurih'],['gurih'],['gurih'],gurih
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"kualitas barang bagus,  berfungsi dengan baik,  oke 👍🏻",1,kualitas barang bagus berfungsi dengan baik oke ,"['kualitas', 'barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'oke', '']","['kualitas', 'barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'oke', '']","['kualitas', 'barang', 'bagus', 'berfungsi', 'oke', '']","['kualitas', 'barang', 'bagus', 'fungsi', 'oke', '']",kualitas barang bagus fungsi oke
6 bulan lalu,Miyako MCM 606 SBC Rice Cooker Stainless Body 0.6 Liter,"barangnya sih ok,  tapi kurirnya yang lelet. . . .  dari janji datang 2-3 hari,  jadi 1 minggu",1,barangnya sih ok tapi kurirnya yang lelet dari janji datang hari jadi minggu,"['barangnya', 'sih', 'ok', 'tapi', 'kurirnya', 'yang', 'lelet', 'dari', 'janji', 'datang', 'hari', 'jadi', 'minggu']","['barangnya', 'sih', 'ok', 'tapi', 'kurirnya', 'yang', 'lelet', 'dari', 'janji', 'datang', 'hari', 'jadi', 'minggu']","['barangnya', 'sih', 'ok', 'kurirnya', 'lelet', 'janji', 'minggu']","['barang', 'sih', 'ok', 'kurir', 'lelet', 'janji', 'minggu']",barang sih ok kurir lelet janji minggu
6 bulan lalu,Miyako Blender Plastik+Dry Mill BL-101 PL,cocok dan ramah di kantong,1,cocok dan ramah di kantong,"['cocok', 'dan', 'ramah', 'di', 'kantong']","['cocok', 'dan', 'ramah', 'di', 'kantong']","['cocok', 'ramah', 'kantong']","['cocok', 'ramah', 'kantong']",cocok ramah kantong
6 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,mantap sip ok,1,mantap sip ok,"['mantap', 'sip', 'ok']","['mantap', 'sip', 'ok']","['mantap', 'ok']","['mantap', 'ok']",mantap ok
6 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,beli ny kurang tinggi jd salah deh,1,beli ny kurang tinggi jd salah deh,"['beli', 'ny', 'kurang', 'tinggi', 'jd', 'salah', 'deh']","['beli', 'nya', 'kurang', 'tinggi', 'jadi', 'salah', 'deh']","['beli', 'nya', 'salah', 'deh']","['beli', 'nya', 'salah', 'deh']",beli nya salah deh
6 bulan lalu,Miyako MCM 586 BH Rice Cooker Magic Warmer Plus 1.8 L Berlian Hitam,nasi matang merata 👍 gampang dibersihkan ringan tapi kokoh mutu terjamin sni proses pesanan cepat packaging aman 🙏 penjualnya ramah banget packaging rapi respon penjual. . .  ,1,nasi matang merata gampang dibersihkan ringan tapi kokoh mutu terjamin sni proses pesanan cepat packaging aman penjualnya ramah banget packaging rapi respon penjual ,"['nasi', 'matang', 'merata', 'gampang', 'dibersihkan', 'ringan', 'tapi', 'kokoh', 'mutu', 'terjamin', 'sni', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'penjualnya', 'ramah', 'banget', 'packaging', 'rapi', 'respon', 'penjual', '']","['nasi', 'matang', 'merata', 'gampang', 'dibersihkan', 'ringan', 'tapi', 'kokoh', 'mutu', 'terjamin', 'sni', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'penjualnya', 'ramah', 'banget', 'packaging', 'rapi', 'respon', 'penjual', '']","['matang', 'merata', 'gampang', 'dibersihkan', 'ringan', 'kokoh', 'mutu', 'terjamin', 'sni', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'penjualnya', 'ramah', 'banget', 'packaging', 'rapi', 'respon', 'penjual', '']","['matang', 'rata', 'gampang', 'bersih', 'ringan', 'kokoh', 'mutu', 'jamin', 'sni', 'proses', 'pesan', 'cepat', 'packaging', 'aman', 'jual', 'ramah', 'banget', 'packaging', 'rapi', 'respon', 'jual', '']",matang rata gampang bersih ringan kokoh mutu jamin sni proses pesan cepat packaging aman jual ramah banget packaging rapi respon jual
6 bulan lalu,Miyako Magic Warmer Plus MCM-610 1.0 L,nyampenya cepet banget. ,1,nyampenya cepet banget ,"['nyampenya', 'cepet', 'banget', '']","['sampainya', 'cepat', 'banget', '']","['sampainya', 'cepat', 'banget', '']","['sampai', 'cepat', 'banget', '']",sampai cepat banget
6 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,"admin fast respon, pengiriman cepat 1 hari sampai, barang aman & good quality.  sudah dicoba dan oke banget barangnya",1,admin fast respon pengiriman cepat hari sampai barang aman good quality sudah dicoba dan oke banget barangnya,"['admin', 'fast', 'respon', 'pengiriman', 'cepat', 'hari', 'sampai', 'barang', 'aman', 'good', 'quality', 'sudah', 'dicoba', 'dan', 'oke', 'banget', 'barangnya']","['admin', 'fast', 'respon', 'pengiriman', 'cepat', 'hari', 'sampai', 'barang', 'aman', 'good', 'quality', 'sudah', 'dicoba', 'dan', 'oke', 'banget', 'barangnya']","['admin', 'respon', 'pengiriman', 'cepat', 'barang', 'aman', 'dicoba', 'oke', 'banget', 'barangnya']","['admin', 'respon', 'kirim', 'cepat', 'barang', 'aman', 'coba', 'oke', 'banget', 'barang']",admin respon kirim cepat barang aman coba oke banget barang
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,barang sesuai dengan deskripsi &gambar. belum dicoba karena masih digunakan.  packing rapi.  pengiriman sesuai estimasi tiba,1,barang sesuai dengan deskripsi gambar belum dicoba karena masih digunakan packing rapi pengiriman sesuai estimasi tiba,"['barang', 'sesuai', 'dengan', 'deskripsi', 'gambar', 'belum', 'dicoba', 'karena', 'masih', 'digunakan', 'packing', 'rapi', 'pengiriman', 'sesuai', 'estimasi', 'tiba']","['barang', 'sesuai', 'dengan', 'deskripsi', 'gambar', 'belum', 'dicoba', 'karena', 'masih', 'digunakan', 'packing', 'rapi', 'pengiriman', 'sesuai', 'estimasi', 'tiba']","['barang', 'sesuai', 'deskripsi', 'gambar', 'dicoba', 'packing', 'rapi', 'pengiriman', 'sesuai', 'estimasi']","['barang', 'sesuai', 'deskripsi', 'gambar', 'coba', 'packing', 'rapi', 'kirim', 'sesuai', 'estimasi']",barang sesuai deskripsi gambar coba packing rapi kirim sesuai estimasi
6 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,"barang original,  servisnya bagus,  sudah langganan dan recommended. ",1,barang original servisnya bagus sudah langganan dan recommended ,"['barang', 'original', 'servisnya', 'bagus', 'sudah', 'langganan', 'dan', 'recommended', '']","['barang', 'original', 'servisnya', 'bagus', 'sudah', 'langganan', 'dan', 'recommended', '']","['barang', 'servisnya', 'bagus', 'langganan', 'recommended', '']","['barang', 'servis', 'bagus', 'langgan', 'recommended', '']",barang servis bagus langgan recommended
6 bulan lalu,Miyako Magic Warmer Plus MCM-612 1.2 L,"barang ok
tak ada yg lecet
baru coba
semoga awet
thankyou. . ",1,barang ok tak ada yg lecet baru coba semoga awet thankyou ,"['barang', 'ok', 'tak', 'ada', 'yg', 'lecet', 'baru', 'coba', 'semoga', 'awet', 'thankyou', '']","['barang', 'ok', 'tak', 'ada', 'yang', 'lecet', 'baru', 'coba', 'semoga', 'awet', 'thankyou', '']","['barang', 'ok', 'lecet', 'coba', 'semoga', 'awet', 'thankyou', '']","['barang', 'ok', 'lecet', 'coba', 'moga', 'awet', 'thankyou', '']",barang ok lecet coba moga awet thankyou
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,fitur-fiturnya sangat membantu👍,1,fiturfiturnya sangat membantu ,"['fiturfiturnya', 'sangat', 'membantu', '']","['fiturfiturnya', 'sangat', 'membantu', '']","['fiturfiturnya', 'membantu', '']","['fiturfiturnya', 'bantu', '']",fiturfiturnya bantu
6 bulan lalu,"Miyako Panci Teflon Magic Com 1.2 Liter MCM 612,MCM 512","ukuran sesuai ,  kualitas baik",1,ukuran sesuai kualitas baik,"['ukuran', 'sesuai', 'kualitas', 'baik']","['ukuran', 'sesuai', 'kualitas', 'baik']","['ukuran', 'sesuai', 'kualitas']","['ukur', 'sesuai', 'kualitas']",ukur sesuai kualitas
6 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"paket nya sudah keterima, ,  puas banget,  cepet pula sampe nya, ,  makasih seller n tokped👍🙏",1,paket nya sudah keterima puas banget cepet pula sampe nya makasih seller  tokped ,"['paket', 'nya', 'sudah', 'keterima', 'puas', 'banget', 'cepet', 'pula', 'sampe', 'nya', 'makasih', 'seller', '', 'tokped', '']","['paket', 'nya', 'sudah', 'keterima', 'puas', 'banget', 'cepat', 'pula', 'sampai', 'nya', 'terima kasih', 'seller', '', 'tokped', '']","['paket', 'nya', 'keterima', 'puas', 'banget', 'cepat', 'nya', 'terima kasih', '', 'tokped', '']","['paket', 'nya', 'terima', 'puas', 'banget', 'cepat', 'nya', 'terima kasih', '', 'tokped', '']",paket nya terima puas banget cepat nya terima kasih tokped
7 bulan lalu,"Miyako Panci Teflon Magic Com 1.2 Liter MCM 612,MCM 512","brg sudah diterima dgn baik packing ok lmyn aman,  pelayanan dan pengiriman cepat,  panci pas sesuai ukuran,  kualitas original",1,brg sudah diterima dgn baik packing ok lmyn aman pelayanan dan pengiriman cepat panci pas sesuai ukuran kualitas original,"['brg', 'sudah', 'diterima', 'dgn', 'baik', 'packing', 'ok', 'lmyn', 'aman', 'pelayanan', 'dan', 'pengiriman', 'cepat', 'panci', 'pas', 'sesuai', 'ukuran', 'kualitas', 'original']","['bareng', 'sudah', 'diterima', 'dengan', 'baik', 'packing', 'ok', 'lmyn', 'aman', 'pelayanan', 'dan', 'pengiriman', 'cepat', 'panci', 'pas', 'sesuai', 'ukuran', 'kualitas', 'original']","['bareng', 'diterima', 'packing', 'ok', 'lmyn', 'aman', 'pelayanan', 'pengiriman', 'cepat', 'panci', 'pas', 'sesuai', 'ukuran', 'kualitas']","['bareng', 'terima', 'packing', 'ok', 'lmyn', 'aman', 'layan', 'kirim', 'cepat', 'panci', 'pas', 'sesuai', 'ukur', 'kualitas']",bareng terima packing ok lmyn aman layan kirim cepat panci pas sesuai ukur kualitas
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"yg bermerk memang beda kualitasnya dengan yg tidak bermerk.  pompa dispenser miyako semburannya kenceng,  packing aman dan berfungsi dengan baik.  semoga awet",1,yg bermerk memang beda kualitasnya dengan yg tidak bermerk pompa dispenser miyako semburannya kenceng packing aman dan berfungsi dengan baik semoga awet,"['yg', 'bermerk', 'memang', 'beda', 'kualitasnya', 'dengan', 'yg', 'tidak', 'bermerk', 'pompa', 'dispenser', 'miyako', 'semburannya', 'kenceng', 'packing', 'aman', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']","['yang', 'bermerk', 'memang', 'beda', 'kualitasnya', 'dengan', 'yang', 'tidak', 'bermerk', 'pompa', 'dispenser', 'miyako', 'semburannya', 'kencang', 'packing', 'aman', 'dan', 'berfungsi', 'dengan', 'baik', 'semoga', 'awet']","['bermerk', 'beda', 'kualitasnya', 'tidak', 'bermerk', 'miyako', 'semburannya', 'kencang', 'packing', 'aman', 'berfungsi', 'semoga', 'awet']","['bermerk', 'beda', 'kualitas', 'tidak', 'bermerk', 'miyako', 'sembur', 'kencang', 'packing', 'aman', 'fungsi', 'moga', 'awet']",bermerk beda kualitas tidak bermerk miyako sembur kencang packing aman fungsi moga awet
7 bulan lalu,"Miyako Panci Teflon Magic Com 0.6 Liter MCM 606,PSG 607,MCM 609",barang sudah sampai bagus terima kasih 🙏🙏,1,barang sudah sampai bagus terima kasih ,"['barang', 'sudah', 'sampai', 'bagus', 'terima', 'kasih', '']","['barang', 'sudah', 'sampai', 'bagus', 'terima', 'kasih', '']","['barang', 'bagus', 'terima', 'kasih', '']","['barang', 'bagus', 'terima', 'kasih', '']",barang bagus terima kasih
7 bulan lalu,"Miyako Panci Teflon Magic Com 0.6 Liter MCM 606,PSG 607,MCM 609","panci original seperti yg didapat dari rice cookernya.  kondisi tidak 100% mulus,  ada sedikit goresan di bagian dalam dan bawah panci.  selebihnya oke",1,panci original seperti yg didapat dari rice cookernya kondisi tidak mulus ada sedikit goresan di bagian dalam dan bawah panci selebihnya oke,"['panci', 'original', 'seperti', 'yg', 'didapat', 'dari', 'rice', 'cookernya', 'kondisi', 'tidak', 'mulus', 'ada', 'sedikit', 'goresan', 'di', 'bagian', 'dalam', 'dan', 'bawah', 'panci', 'selebihnya', 'oke']","['panci', 'original', 'seperti', 'yang', 'didapat', 'dari', 'rice', 'cookernya', 'kondisi', 'tidak', 'mulus', 'ada', 'sedikit', 'goresan', 'di', 'bagian', 'dalam', 'dan', 'bawah', 'panci', 'selebihnya', 'oke']","['panci', 'cookernya', 'kondisi', 'tidak', 'mulus', 'goresan', 'panci', 'selebihnya', 'oke']","['panci', 'cookernya', 'kondisi', 'tidak', 'mulus', 'gores', 'panci', 'lebih', 'oke']",panci cookernya kondisi tidak mulus gores panci lebih oke
7 bulan lalu,Miyako Panci Teflon Magic Com 1.8 Liter Tinggi 13 cm,cocok,1,cocok,['cocok'],['cocok'],['cocok'],['cocok'],cocok
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,pengiriman dan packing mantabz. ,1,pengiriman dan packing mantabz ,"['pengiriman', 'dan', 'packing', 'mantabz', '']","['pengiriman', 'dan', 'packing', 'mantabz', '']","['pengiriman', 'packing', 'mantabz', '']","['kirim', 'packing', 'mantabz', '']",kirim packing mantabz
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"produk sesuai gambar dan deskripsi,  pengirimannya juga cepat ,  mantap. . . . . ",1,produk sesuai gambar dan deskripsi pengirimannya juga cepat mantap ,"['produk', 'sesuai', 'gambar', 'dan', 'deskripsi', 'pengirimannya', 'juga', 'cepat', 'mantap', '']","['produk', 'sesuai', 'gambar', 'dan', 'deskripsi', 'pengirimannya', 'juga', 'cepat', 'mantap', '']","['produk', 'sesuai', 'gambar', 'deskripsi', 'pengirimannya', 'cepat', 'mantap', '']","['produk', 'sesuai', 'gambar', 'deskripsi', 'kirim', 'cepat', 'mantap', '']",produk sesuai gambar deskripsi kirim cepat mantap
7 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,barang sudah mendarat langsung di pakai semoga lbh awet sebelum y beli 6 tahun baru rusak,1,barang sudah mendarat langsung di pakai semoga lbh awet sebelum  beli tahun baru rusak,"['barang', 'sudah', 'mendarat', 'langsung', 'di', 'pakai', 'semoga', 'lbh', 'awet', 'sebelum', '', 'beli', 'tahun', 'baru', 'rusak']","['barang', 'sudah', 'mendarat', 'langsung', 'di', 'pakai', 'semoga', 'lebih', 'awet', 'sebelum', '', 'beli', 'tahun', 'baru', 'rusak']","['barang', 'mendarat', 'langsung', 'pakai', 'semoga', 'awet', '', 'beli', 'rusak']","['barang', 'darat', 'langsung', 'pakai', 'moga', 'awet', '', 'beli', 'rusak']",barang darat langsung pakai moga awet beli rusak
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"berfungsi baik,  pengiriman cepat",1,berfungsi baik pengiriman cepat,"['berfungsi', 'baik', 'pengiriman', 'cepat']","['berfungsi', 'baik', 'pengiriman', 'cepat']","['berfungsi', 'pengiriman', 'cepat']","['fungsi', 'kirim', 'cepat']",fungsi kirim cepat
7 bulan lalu,Miyako Magic Warmer Plus MCM-610 1.0 L,barang blom di coba. . . semoga awet,1,barang blom di coba semoga awet,"['barang', 'blom', 'di', 'coba', 'semoga', 'awet']","['barang', 'belum', 'di', 'coba', 'semoga', 'awet']","['barang', 'coba', 'semoga', 'awet']","['barang', 'coba', 'moga', 'awet']",barang coba moga awet
7 bulan lalu,Miyako Magic Warmer Plus MCM-609 0.63 L,barang sudah sampai cepat packing rapih,1,barang sudah sampai cepat packing rapih,"['barang', 'sudah', 'sampai', 'cepat', 'packing', 'rapih']","['barang', 'sudah', 'sampai', 'cepat', 'packing', 'rapi']","['barang', 'cepat', 'packing', 'rapi']","['barang', 'cepat', 'packing', 'rapi']",barang cepat packing rapi
7 bulan lalu,Miyako Magic Warmer Plus MCM-508 BTK WYG 1.8 L,blm coba dipakai sih tp semoga awet,1,blm coba dipakai sih tp semoga awet,"['blm', 'coba', 'dipakai', 'sih', 'tp', 'semoga', 'awet']","['belum', 'coba', 'dipakai', 'sih', 'tapi', 'semoga', 'awet']","['coba', 'dipakai', 'sih', 'semoga', 'awet']","['coba', 'pakai', 'sih', 'moga', 'awet']",coba pakai sih moga awet
7 bulan lalu,Miyako AWD 200 Automatic Water Dispenser Pompa Galon Elektrik,"semoga produk awet dan cocok,  untuk produk nya belum dicoba gunakan",1,semoga produk awet dan cocok untuk produk nya belum dicoba gunakan,"['semoga', 'produk', 'awet', 'dan', 'cocok', 'untuk', 'produk', 'nya', 'belum', 'dicoba', 'gunakan']","['semoga', 'produk', 'awet', 'dan', 'cocok', 'untuk', 'produk', 'nya', 'belum', 'dicoba', 'gunakan']","['semoga', 'produk', 'awet', 'cocok', 'produk', 'nya', 'dicoba']","['moga', 'produk', 'awet', 'cocok', 'produk', 'nya', 'coba']",moga produk awet cocok produk nya coba
7 bulan lalu,Miyako Magic Warmer Plus MCM-606 B 0.63 L,cepat,1,cepat,['cepat'],['cepat'],['cepat'],['cepat'],cepat
7 bulan lalu,Miyako Magic Warmer Plus MCM-508 SBC 1.8 L,"barang diterima dalam kondisi penyok,  packing kardus dan buble wrap masih kurang,  tidak sebanding dengan berat dan volume barang,  sehingga untuk pengiriman jarak jauh lin. . .  ",0,barang diterima dalam kondisi penyok packing kardus dan buble wrap masih kurang tidak sebanding dengan berat dan volume barang sehingga untuk pengiriman jarak jauh lin ,"['barang', 'diterima', 'dalam', 'kondisi', 'penyok', 'packing', 'kardus', 'dan', 'buble', 'wrap', 'masih', 'kurang', 'tidak', 'sebanding', 'dengan', 'berat', 'dan', 'volume', 'barang', 'sehingga', 'untuk', 'pengiriman', 'jarak', 'jauh', 'lin', '']","['barang', 'diterima', 'dalam', 'kondisi', 'penyok', 'packing', 'kardus', 'dan', 'buble', 'wrap', 'masih', 'kurang', 'tidak', 'sebanding', 'dengan', 'berat', 'dan', 'volume', 'barang', 'sehingga', 'untuk', 'pengiriman', 'jarak', 'jauh', 'lin', '']","['barang', 'diterima', 'kondisi', 'penyok', 'packing', 'kardus', 'buble', 'tidak', 'sebanding', 'barang', 'pengiriman', 'jarak', '']","['barang', 'terima', 'kondisi', 'penyok', 'packing', 'kardus', 'buble', 'tidak', 'banding', 'barang', 'kirim', 'jarak', '']",barang terima kondisi penyok packing kardus buble tidak banding barang kirim jarak
7 bulan lalu,Miyako Magic Warmer Plus MCM-609 0.63 L,barang oke dan sampai dengan selamat,1,barang oke dan sampai dengan selamat,"['barang', 'oke', 'dan', 'sampai', 'dengan', 'selamat']","['barang', 'oke', 'dan', 'sampai', 'dengan', 'selamat']","['barang', 'oke', 'selamat']","['barang', 'oke', 'selamat']",barang oke selamat
7 bulan lalu,Miyako Setrika EI-1000 M,"pesan pink. . dikirim hitam. 
pngiriman lama.  mau d rertur makin lama lg waktunya.  bye",0,pesan pink dikirim hitam pngiriman lama mau  rertur makin lama lg waktunya bye,"['pesan', 'pink', 'dikirim', 'hitam', 'pngiriman', 'lama', 'mau', '', 'rertur', 'makin', 'lama', 'lg', 'waktunya', 'bye']","['pesan', 'pink', 'dikirim', 'hitam', 'pngiriman', 'lama', 'mau', '', 'rertur', 'makin', 'lama', 'lagi', 'waktunya', 'bye']","['pesan', 'dikirim', 'hitam', 'pngiriman', '', 'rertur']","['pesan', 'kirim', 'hitam', 'pngiriman', '', 'rertur']",pesan kirim hitam pngiriman rertur
