,Unnamed: 0,Produk,Rating,Ulasan,Tanggal,label,Cleaning
1606,1950,Maspion Tower Fan 8 Inch TF-03 RC,5,"barang dapat digunakan dengan baik,  angin terasa",3 bulan lalu,1,barang dapat digunakan dengan baik angin terasa
1607,1951,Maspion Wall Cabinet / Kotak obat MK 11,5,rekomen 👍🏻,3 bulan lalu,1,rekomen
1608,1952,Maspion Stand Fan 16 Inch F - 412 S,5,barang sesuai diskripsi kwalitas ok,3 bulan lalu,1,barang sesuai diskripsi kwalitas ok
1609,1953,Maspion Setrika HA - 110,5,kurang licin. ,3 bulan lalu,1,kurang licin
1610,1954,Maspion Desk Fan 6 Inch HF-606,5,"kwalitas bagus, paking aman, pengiriman cepat",3 bulan lalu,1,kwalitas bagus paking aman pengiriman cepat
1611,1955,MASPION MEK-1802 KS ELECTRIC KETTLE TEKO LISTRIK STAINLESS STEEL 1.8 L,5,sudah sampai tapi belum digunakan.  mudah²qn bagus dan tak ada masalah,3 bulan lalu,1,sudah sampai tapi belum digunakan mudah qn bagus dan tak ada masalah
1612,1956,Maspion Multi Elektrik cooker MEC 2750,5,kalau rusak bisa di tukar.  mantap,3 bulan lalu,1,kalau rusak bisa di tukar mantap
1613,1957,"Maspion Toples Seal Pack Max Plus Kapasitas 1,8 Liter - Isi 3 pcs",5,barang bagus,3 bulan lalu,1,barang bagus
1614,1958,Maspion Panci Potage Autumn Leaves 20 cm (DH) - Panci Aluminium,5,kualitas produk bagus,3 bulan lalu,1,kualitas produk bagus
1615,1959,Maspion Dispenser Portable MD-19 PAS,3,"barang lumayaan bagus ,  cm gatau krn pengiriman atau dr sananya,  ada bbrp bagian yg copot body sampingnya,  d dlm dispenser ky ada yg copot jd bunyi klotok-klotok gitu,   s. . .  ",3 bulan lalu,1,barang lumayaan bagus cm gatau krn pengiriman atau dr sananya ada bbrp bagian yg copot body sampingnya dlm dispenser ky ada yg copot jd bunyi klotokklotok gitu
1616,1960,Maspion Travel Cooker EX-3051 (1 Liter),5,"pengiriman cepat,  barang sudah dicoba tidak ada kendala.  mudah2an awet. ",3 bulan lalu,1,pengiriman cepat barang sudah dicoba tidak ada kendala mudahan awet
1617,1961,Maspion Frypan Capsul (NS) - Wajan Stainless Steel Anti Lengket,5,bagus bgt huhu cry,3 bulan lalu,1,bagus bgt huhu cry
1618,1962,Maspion Mikado Areum Wok 20 cm - Wajan Alumunium,5,daebakkk!! kerenn wkwkwk,3 bulan lalu,1,daebakkk kerenn wkwkwk
1619,1963,Maspion Setrika EX1000,5,"bloman dicoba,  semoga ngga ada kendala. . . . . . . cuma sangat disayangkan,  kardus-nya sdh tdk dalam kondisi baik. . . . . pdhl mau buat hadiah",3 bulan lalu,1,bloman dicoba semoga ngga ada kendala cuma sangat disayangkan kardusnya sdh tdk dalam kondisi baik pdhl mau buat hadiah
1620,1964,Maspion Oven Toaster (Tungku Pemanggang) MOT-1801S-Kapasitas 18 Liter,5,"desainnya cantik,  pemasangan sangat mudah,  easy to use.  bangga produk lokal 👍",3 bulan lalu,1,desainnya cantik pemasangan sangat mudah easy to use bangga produk lokal
1621,1965,MASPION MAGIC COM RICE COOKER MRJ-1003 TSS (1L),5,"kualitas bagus banget,  tdk penyok smp rumah,  di buble luat dalam. . . oke banget pelayanannya",3 bulan lalu,1,kualitas bagus banget tdk penyok smp rumah di buble luat dalam oke banget pelayanannya
1622,1966,Maspion Colouris Saucepan 16 cm Glass Cover - Panci Stainless Steel,5,murah,3 bulan lalu,1,murah
1623,1967,Maspion Vanda Melamin lepek kecap 4 Inch Ayam,5,saya buat tutuf gelas kofi. . .  mweheheheh,3 bulan lalu,1,saya buat tutuf gelas kofi mweheheheh
1624,1968,Maspion Vanda Melamin Tutup Gelas 3.5 inch Hello Kitty,5,bisa buat nutuf. . . ,3 bulan lalu,1,bisa buat nutuf
1625,1969,Maspion Panda FIT B - Frypan 20 cm & Dutch Oven 18 cm Stainless Steel,5,"betul bisa untuk induksi,  cuma memang tifiiis sangad frypan nya.  sezuai lah sama harga. ",3 bulan lalu,1,betul bisa untuk induksi cuma memang tifiiis sangad frypan nya sezuai lah sama harga
1626,1970,Maspion Dutch Oven Bowl Doraemon Glass Cover - Panci Stainless Steel,5,"keren banget bowlnya,  luarnya enamel,  bagian dalam stainless asli bukan kaleng2.  tutupnya kaca.  ya pantas mahal sih",3 bulan lalu,1,keren banget bowlnya luarnya enamel bagian dalam stainless asli bukan kaleng tutupnya kaca ya pantas mahal sih
1627,1971,Maspion Mixing Bowl Honey Bee Set with cover - Tempat makan enamel,5,bagus bowlnya,3 bulan lalu,1,bagus bowlnya
1628,1972,Maspion Colouris Saucepan 16 cm Glass Cover - Panci Stainless Steel,2,jujur tipis bgt kaya di teken dikit bisa penyok deh,3 bulan lalu,1,jujur tipis bgt kaya di teken dikit bisa penyok deh
1629,1973,Maspion Magic Cooker MRJ-1856 BSS,5,terbaik,3 bulan lalu,1,terbaik
1630,1974,Maspion Dispenser MD-106 PAS,5,mmm,3 bulan lalu,1,mmm
1631,1975,"Kipas Angin MASPION Box Fan 10"" JF - 122",5,"barang bagus,  harga diskon. 
sayang kurir jne kirimnya sangat lama utk kali ini,  hampir 1 minggu jakarta-solo",3 bulan lalu,1,barang bagus harga diskon sayang kurir jne kirimnya sangat lama utk kali ini hampir minggu jakartasolo
1632,1976,Maspion Casserole Belly Honey Bee 22 cm + Cover - Panci Gagang Enamel,5,"alhamdulillah panci tiba dengan aman,  tidak ada pecah atau penyok. 

pencinta bagus banget dan keren",3 bulan lalu,1,alhamdulillah panci tiba dengan aman tidak ada pecah atau penyok pencinta bagus banget dan keren
1633,1977,Maspion Setrika HA - 110,5,"fast respon n fast delivery ,  packaging rapih,  brg ori n bergaransi,  blm pernah order produk brand dari maspion,  semoga cocok n awet,  makasih🙏",3 bulan lalu,1,fast respon fast delivery packaging rapih brg ori bergaransi blm pernah order produk brand dari maspion semoga cocok awet makasih
1634,1978,Maspion Ceiling Fan MCF52-305PB,5,barang yang di irder sesuai dengan orderan….  proses sangat cepat…. ,3 bulan lalu,1,barang yang di irder sesuai dengan orderan proses sangat cepat
1635,1979,Maspion Stand Fan 16 Inch F - 412 S,4,"pemrosesan cepat.  order hari rabu malam (di luar jam kerja),  diproses hari kamis,  sabtu pagi sudah sampai.  padahal pakai jasa pengiriman yang paling murah.  produk juga ta. . .  ",3 bulan lalu,1,pemrosesan cepat order hari rabu malam di luar jam kerja diproses hari kamis sabtu pagi sudah sampai padahal pakai jasa pengiriman yang paling murah produk juga ta
1636,1980,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,blom dicoba sih,3 bulan lalu,1,blom dicoba sih
1637,1981,Maspion Ceiling Fan MCF52-110 NS,4,pengirimannya agak lambat yaa. . . . .   mohon kedepannya di improve,3 bulan lalu,1,pengirimannya agak lambat yaa mohon kedepannya di improve
1638,1982,Maspion Box Fan 12 Inch JF-2121S,5,"toko bagus pengiriman cepat rapi.  brg kurang bagus.  kipas dan angin nya bagus.  tapi kaki2 nya tidak stabil,  bunyi2 dan goyang2.  untuk ganti2 model tinggi pendek nya ribet. . .  ",4 bulan lalu,1,toko bagus pengiriman cepat rapi brg kurang bagus kipas dan angin nya bagus tapi kaki nya tidak stabil bunyi dan goyang untuk ganti model tinggi pendek nya ribet
1639,1983,Maspion Tempat Sampah Mini Cannie Dustbin,5,sesuai pesanan 🙏,4 bulan lalu,1,sesuai pesanan
1640,1984,MASPION POWER FAN PW – 1809 W,4,okeh semoga waet,4 bulan lalu,1,okeh semoga waet
1641,1985,Maspin Desk Fan 12 Inch EX-307,5,"terimakasih produk sampai dengan selamat,  sesuai dengan yg di gmbr dan diskripsi",4 bulan lalu,1,terimakasih produk sampai dengan selamat sesuai dengan yg di gmbr dan diskripsi
1642,1986,Maspion Setrika EX-1010 Blackberry (Hitam),5,berfungsi dengan baik.  terima kasih. ,4 bulan lalu,1,berfungsi dengan baik terima kasih
1643,1987,Maspion Panda Seroja Pourpan - Panci Tuang Stainless Steel,5,"lumayan lah,  sesuai ama harga",4 bulan lalu,1,lumayan lah sesuai ama harga
1644,1988,Maspion Rice cooker Magic Com MRJ 1892 1.8 Liter New,5,gampang dibersihkan,4 bulan lalu,1,gampang dibersihkan
1645,1989,Maspion Mikado Nisuka Set - Alat masak Set Alumunium,5,kualitas produk bagus,4 bulan lalu,1,kualitas produk bagus
1646,1990,Maspion Kompor Gas 1 Tungku MKG 101 DGSF (DARK GREEN SUN FLAME),5,"barangnya bagus,  tp blm saya coba. .  tp buat yg mau beli ini recomended ya",4 bulan lalu,1,barangnya bagus tp blm saya coba tp buat yg mau beli ini recomended ya
1647,1991,Maspion Setrika EX-1010 Blackberry (Hitam),1,rusak ga bisa di pake.  ga bs di complain jg untk refund. ,4 bulan lalu,1,rusak ga bisa di pake ga bs di complain jg untk refund
1648,1992,Maspion Ventilating Fan 160 MM MV-1601 EX,5,ntabbb,4 bulan lalu,1,ntabbb
1649,1993,Maspion Kipas Angin Meja - Desk Fan 10'' F-252,5,barang bagus.  pemasangan mudah.  sampai di tujuan dengan aman.  kinerja kipas sangat baik. ,4 bulan lalu,1,barang bagus pemasangan mudah sampai di tujuan dengan aman kinerja kipas sangat baik
1650,1994,Maspion Stand Fan EX-1611 SX (16 Inch),5,barang sesuai deskripsi tapi untuk pengiriman lama sampainya mohon ditingkatkan lagi pengirimannya,4 bulan lalu,1,barang sesuai deskripsi tapi untuk pengiriman lama sampainya mohon ditingkatkan lagi pengirimannya
1651,1995,Maspion Teko Rainbow Nasional 22cm - Whistling Kettle Aluminium,2,"barang dateng lama ongkos kirim pak sameday datang barang 5hari baru datang,  pesan tgl 12 okt baru dateng tgl 17 okt maspion maspion maspion gak udah dagang online kalau. . .  ",4 bulan lalu,1,barang dateng lama ongkos kirim pak sameday datang barang hari baru datang pesan tgl okt baru dateng tgl okt maspion maspion maspion gak udah dagang online kalau
1652,1996,Maspion Turbine Fan 10 Inch TB-104,5,good. . . ,4 bulan lalu,1,good
1653,1997,Maspion Setrika HA - 340,1,"barang dilempar,  banyak serpihan pecahan",4 bulan lalu,1,barang dilempar banyak serpihan pecahan
1654,1998,Maspion Cooling Fan CF-204,5,barang bagus dan cepat tiba,4 bulan lalu,1,barang bagus dan cepat tiba
1655,1999,Maspion Dish Dryer MDD-400,3,harus di perhatikan quality kontrol nya.  ada retak sedikit di tutup steril nya walaupun tdk pecah. ,4 bulan lalu,1,harus di perhatikan quality kontrol nya ada retak sedikit di tutup steril nya walaupun tdk pecah
1656,2000,Maspion Kompor Listrik S - 300,3,"kwalitas barang ok ,  pengiriman amat sangat tidak ok",4 bulan lalu,1,kwalitas barang ok pengiriman amat sangat tidak ok
1657,2001,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle",3,"kualitas barang ok sih ,  pengiriman nya yang amat sangat tidak ok",4 bulan lalu,1,kualitas barang ok sih pengiriman nya yang amat sangat tidak ok
1658,2002,Maspion Setrika HA - 110,5,"barang original dapat garansi,  berfungsi dengan baik dam semoga awet. . . mantap. . . . ",4 bulan lalu,1,barang original dapat garansi berfungsi dengan baik dam semoga awet mantap
1659,2003,Maspion Stand Fan 16 Inch F - 412 S,5,"berfungsi dengan baik,  kondisi aman",4 bulan lalu,1,berfungsi dengan baik kondisi aman
1660,2004,Maspion Box Fan 12 Inch JF-2121S,3,"awalnya bagian tengan tidak berputar.  akhirnya di bongkar semua.  ada missed assembly,  baut ada yang kurang juga di bagian yang gesernya. .  solusi dari seller kirim balik, . . .  ",4 bulan lalu,1,awalnya bagian tengan tidak berputar akhirnya di bongkar semua ada missed assembly baut ada yang kurang juga di bagian yang gesernya solusi dari seller kirim balik
1661,2005,Maspion Automatic Setrika HA-30,5,kualitas baik. ,4 bulan lalu,1,kualitas baik
1662,2006,Maspion Stand Fan 16 Inch F - 412 S,1,sama juga iklan tidak sesuai dengan fakta dan kenyataan hanya berlindung dengan kata² random ini sekelas official store. !!!,4 bulan lalu,1,sama juga iklan tidak sesuai dengan fakta dan kenyataan hanya berlindung dengan kata random ini sekelas official store
1663,2007,Maspion Desk Fan 12 Inch EF-30 P2,1,"ini order yang ke 2. !!!
order 1 di catatan hitam merah dikirim abu-abu hitam
order 2 sudah jelas di catatan biru putih ,  sudah konfirmasi ke admin tapi lagi² sama dikirim. . .  ",4 bulan lalu,1,ini order yang ke order di catatan hitam merah dikirim abuabu hitam order sudah jelas di catatan biru putih sudah konfirmasi ke admin tapi lagi sama dikirim
1664,2008,Maspion Setrika EX1000,5,barang diterima dengan kondiki baik,4 bulan lalu,1,barang diterima dengan kondiki baik
1665,2009,"Maspion Power Fan 18"" PW-451 ( 3 In 1 )",5,mantab,4 bulan lalu,1,mantab
1666,2010,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),3,dateng penyok tolong besok2 diliat lagi barangnya dibikin sop juga buat pengirimannya biar di ekspedisi ga penyok,4 bulan lalu,1,dateng penyok tolong besok diliat lagi barangnya dibikin sop juga buat pengirimannya biar di ekspedisi ga penyok
1667,2011,Maspion Stand Fan 16 Inch F - 412 S,2,"adjustor tiang tidak ada,  karena tidak sempat video,  pasti klaim tidak dianggap.  jadi maaf bintang saja yg berbicara ya. ",4 bulan lalu,1,adjustor tiang tidak ada karena tidak sempat video pasti klaim tidak dianggap jadi maaf bintang saja yg berbicara ya
1668,2012,Maspion Mikado Rigoletto Summer Whistling Kettle - Teko Alumunium,5,material produk bagus kualitas produk bagus produk original,4 bulan lalu,1,material produk bagus kualitas produk bagus produk original
1669,2013,Maspion Dispenser Portable MD-19 PAS,5,"barang diterima dalam keadaan baik.  berfungsi dengan baik.  panas dan dingin nya menyala. 

build quality alakadarnya.  kalau dilihat ada komen begini jg.  tp ya sesuai sm ha. . .  ",4 bulan lalu,1,barang diterima dalam keadaan baik berfungsi dengan baik panas dan dingin nya menyala build quality alakadarnya kalau dilihat ada komen begini jg tp ya sesuai sm ha
1670,2014,MASPION MAGIC COM RICE COOKER MRJ-1003 (1L),3,lambretaaaa,4 bulan lalu,1,lambretaaaa
1671,2015,Maspion Automatic Setrika HA-30,5,mantap,4 bulan lalu,1,mantap
1672,2016,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,mantap,4 bulan lalu,1,mantap
1673,2017,Maspion Desk Fan 9 Inch F-23 D,5,"kecil kecil cabe rawit,  thanks ya",4 bulan lalu,1,kecil kecil cabe rawit thanks ya
1674,2018,Maspion Rice Com MRJ 109 SS (1.2 LITER),5,"sesuai,  bagus",4 bulan lalu,1,sesuai bagus
1675,2019,Maspion Rice Cooker MRC 1819PL (1.8L),5,pengiriman lambat karena weekend.  produk sesuai deskripsi.  berfungsi dengan baik.  recommended. ,4 bulan lalu,1,pengiriman lambat karena weekend produk sesuai deskripsi berfungsi dengan baik recommended
1676,2020,Maspion Multi Elektrik Cooker 3510,4,berfungsi dengan baik hanya saja butuh sabar karena lama panasnya,4 bulan lalu,1,berfungsi dengan baik hanya saja butuh sabar karena lama panasnya
1677,2021,Maspion Rice Com MRJ 109 SS (1.2 LITER),5,"produk sesuai deskripsi.  kelengkapan juga ok.  browsing cara bersihkan dan cara masak biar awet,  ternyata mudah juga.  paket diterima tepat waktu dan paket dalam kondisi ba. . .  ",4 bulan lalu,1,produk sesuai deskripsi kelengkapan juga ok browsing cara bersihkan dan cara masak biar awet ternyata mudah juga paket diterima tepat waktu dan paket dalam kondisi ba
1678,2022,Maspion Tower Fan 7 Inch TF 7021 RC,5,gampang dirakit hemat listrik ⚡ penjualnya ramah banget garansi terjamin,4 bulan lalu,1,gampang dirakit hemat listrik penjualnya ramah banget garansi terjamin
1679,2023,Maspion Setrika EX1000,5,bagus berfungsi baik,4 bulan lalu,1,bagus berfungsi baik
1680,2024,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,"produk berfungsi dengan baik,  proses pengirimannya juga cepat.  sayangnya utk lempengan besi bagian atas ditutup tidak bisa dibuka pasang,  jd hanya bs dilap saja",4 bulan lalu,1,produk berfungsi dengan baik proses pengirimannya juga cepat sayangnya utk lempengan besi bagian atas ditutup tidak bisa dibuka pasang jd hanya bs dilap saja
1681,2025,Maspion Dispenser Portable MD-15 PAS,1,"bocor netes,  semaleman bisa setengah gelas lebih.  ampe bongkar 2 x benerin ternyata klep biru nya ga rapet/msh ada celah,  kasih lem plastik juga akhir nya. ",4 bulan lalu,1,bocor netes semaleman bisa setengah gelas lebih ampe bongkar benerin ternyata klep biru nya ga rapetmsh ada celah kasih lem plastik juga akhir nya
1682,2026,Maspion Setrika EX-1010 Blackberry (Hitam),5,"barang original,  dapat garansinya juga",4 bulan lalu,1,barang original dapat garansinya juga
1683,2027,Maspion Wall Cabinet / Kotak Obat MC 15,5,material produk bagus,4 bulan lalu,1,material produk bagus
1684,2028,"Maspion Stand Fan 16"" EX - 160 S ( Exclusive )",5,"barang ya bagus original,  berfungsi dgn baik,  smga awet. . .  hanya pengiriman ya aja yg lama. ",4 bulan lalu,1,barang ya bagus original berfungsi dgn baik smga awet hanya pengiriman ya aja yg lama
1685,2029,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,sayangnya bagian bawa mudah terlepas,4 bulan lalu,1,sayangnya bagian bawa mudah terlepas
1686,2030,Maspion Stand Fan 16 Inch F - 412 S,5,ok semoga awet,5 bulan lalu,1,ok semoga awet
1687,2031,Maspion Rice Cooker MRC 0619PL (0.6L),3,pemakaian hampir 8 bulan.  lapisan anti lengket sudah mulai terkelupas. ,5 bulan lalu,1,pemakaian hampir bulan lapisan anti lengket sudah mulai terkelupas
1688,2032,MASPION MEK-1802 KS ELECTRIC KETTLE TEKO LISTRIK STAINLESS STEEL 1.8 L,5,"meskipun kardus penyok karena ekspedisi,  kettle tetap aman,  didalam ada bubble wrap lagi.  berfungsi dgn baik",5 bulan lalu,1,meskipun kardus penyok karena ekspedisi kettle tetap aman didalam ada bubble wrap lagi berfungsi dgn baik
1689,2033,Maspion Wall Cabinet / Kotak Penyimpanan Kunci MC 12,5,rekomen 👍🏻 material produk bagus produk sesuai,5 bulan lalu,1,rekomen material produk bagus produk sesuai
1690,2034,Maspion Blender MT-1213,5,begitu sampai langsung dipake dan hasilnya oke,5 bulan lalu,1,begitu sampai langsung dipake dan hasilnya oke
1691,2035,Maspion Panda FIT A - Frypan 20 cm & Saucepan 16 cm Stainless Steel,1,bahan tipis seperti kaleng,5 bulan lalu,1,bahan tipis seperti kaleng
1692,2036,Maspion Dispenser Portable MD-19 PAS,5,sipp. . pengiriman super kilat,5 bulan lalu,1,sipp pengiriman super kilat
1693,2037,Maspion Setrika EX-1010 Blackberry (Hitam),5,"barang sesuai dan cepat
tapi tetap bingung fungsi plastik yang saya pegang buat apaan",5 bulan lalu,1,barang sesuai dan cepat tapi tetap bingung fungsi plastik yang saya pegang buat apaan
1694,2038,Maspion Setrika EX-1010 Blackberry (Hitam),5,oke bgt,5 bulan lalu,1,oke bgt
1695,2039,Maspion Multi Elektrik cooker MEC 1750,4,barang oke cuma jne nya lelet kyk keong,5 bulan lalu,1,barang oke cuma jne nya lelet kyk keong
1696,2040,Maspion Stand Mixer MT - 1194,5,gooooddd,5 bulan lalu,1,gooooddd
1697,2041,Maspion Exhaust Fan MV-250 NEX,5,"mantap,  terima kasih",5 bulan lalu,1,mantap terima kasih
1698,2042,Maspion Panda Seroja Pourpan - Panci Tuang Stainless Steel,5,"produk ok (ukuran,  bahan,  desain,  & kualitas).  packing ok.  pengiriman ok.  seller ok.  mantap",5 bulan lalu,1,produk ok ukuran bahan desain kualitas packing ok pengiriman ok seller ok mantap
1699,2043,Maspion Tempat Sampah Mini Cannie Dustbin,4,mid size sih ini.  terlalu besar buat meja. ,5 bulan lalu,1,mid size sih ini terlalu besar buat meja
1700,2044,Maspion Kotak Perkakas - Toolbox Classy 13 Inch,3,"build quality masih kurang halus,  agak tajam di beberapa tepian. ",5 bulan lalu,1,build quality masih kurang halus agak tajam di beberapa tepian
1701,2045,Maspion Entong 102 - Sendok Nasi Stainless Steel,5,sesuai namanya. . .  centong nasi. ,5 bulan lalu,1,sesuai namanya centong nasi
1702,2046,Maspion Econopack 6 pcs Dessert Spoon - Sendok Stainless Steel,4,ekonomis.  build quality sesuai harga. ,5 bulan lalu,1,ekonomis build quality sesuai harga
1703,2047,Maspion Dispenser Portable MD-15 PAS,2,"pas paket dibuka tutup belakang masangnya gk pas,  jd pengait tutup sebelah kiri patah semua. . .  walaupun udah dibenerin murnya,  sebelah kiri ttp gk bs klop nutup. ",5 bulan lalu,1,pas paket dibuka tutup belakang masangnya gk pas jd pengait tutup sebelah kiri patah semua walaupun udah dibenerin murnya sebelah kiri ttp gk bs klop nutup
1704,2048,Maspion Wall Cabinet / Kotak obat MK 11,5,rekomen 👍🏻,5 bulan lalu,1,rekomen
1705,2049,Maspion Multi Elektrik Cooker 3510,5,"bhahaha. . .  ditegor mas pino gegara kasih ⭐️3 ,  okay deh takasih ⭐️5 ben sueneng",5 bulan lalu,1,bhahaha ditegor mas pino gegara kasih okay deh takasih ben sueneng
1706,2050,Maspion Vanda melamine Piring ceper 10 Inch Ayam,5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1707,2051,Maspion Vanda Melamin Mangkok Soup 9 Inch Ayam,5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1708,2052,Maspion Vanda Melamin Mangkok Isit 6 Inch Ayam,5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1709,2053,Maspion Cermin Kaca Bulat - Round Mirror Universal,5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1710,2054,"Maspion Vanda Melamin Mangkok Bakso 7,5 Inch ayam",5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1711,2055,"Maspion Vanda Melamin mangkok nasi 4,5 Inch Ayam",5,produk sesuai deskrifsi,5 bulan lalu,1,produk sesuai deskrifsi
1712,2056,Maspion Keranjang Serbaguna Small + Tutup - Trissa Basket Isi 3 pcs,5,mantap.  plastik tebel dan bagus,5 bulan lalu,1,mantap plastik tebel dan bagus
1713,2057,Maspion Dispenser Air Minum - Water Dispenser Montana 21 Liter,5,"kwalitas bagus,  muat banyak,  plastik kuat",5 bulan lalu,1,kwalitas bagus muat banyak plastik kuat
1714,2058,Maspion new prisma set - peralatan masak anti lengket,1,"frypan tidak bisa untuk kompor induksi! saat saya coba tempel magnet juga tidak bisa. 
tolong deskripsi produknya diubah,  agar tidak terjadi hal serupa. 
sayang sekali jadi. . .  ",5 bulan lalu,1,frypan tidak bisa untuk kompor induksi saat saya coba tempel magnet juga tidak bisa tolong deskripsi produknya diubah agar tidak terjadi hal serupa sayang sekali jadi
1715,2059,Maspion Dispenser Portable MD-19 PAS,5,terima kasih kaka admin,5 bulan lalu,1,terima kasih kaka admin
1716,2060,Maspion Setrika HA 370,5,"barang original,  dapet garansi.  mantap. ",5 bulan lalu,1,barang original dapet garansi mantap
1717,2061,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,"response penjual cepat. 
pengiriman cepat, 
kemasan rapi pake bubble wrap,  dus kondisi bagus. 
barang ada penyok sedikit. 
belum dicoba,  semoga berfungsi dengan baik. ",5 bulan lalu,1,response penjual cepat pengiriman cepat kemasan rapi pake bubble wrap dus kondisi bagus barang ada penyok sedikit belum dicoba semoga berfungsi dengan baik
1718,2062,Maspion Dispenser Portable MD-19 PAS,5,"oke barangnya bagus gk kyk merk lain terlihst murah,  ini yg maspion lebih rapih air cool nya enak bgt . . . . ",5 bulan lalu,1,oke barangnya bagus gk kyk merk lain terlihst murah ini yg maspion lebih rapih air cool nya enak bgt
1719,2063,"Kipas Angin MASPION Box Fan 10"" JF - 122",1,barang tidak sampai sama sekali ke pelanggan. ,5 bulan lalu,1,barang tidak sampai sama sekali ke pelanggan
1720,2064,Maspion Stand Fan 18 Inch F'-1801 ST,5,"paket aman,  cepat nyampe.  cuma butuh obeng kembang +15min aja buat dirakit.  angin lumayan kenceng padahal speed low.  motor ga berisik dan ga panas.  sistem jepit cover kip. . .  ",5 bulan lalu,1,paket aman cepat nyampe cuma butuh obeng kembang min aja buat dirakit angin lumayan kenceng padahal speed low motor ga berisik dan ga panas sistem jepit cover kip
1721,2065,Maspion Wajan Enamel 30 cm Tilam - Penggorengan Enamel,4,"wajannya bagus
minusnya pinggirannya tajam jadi harus hati hati kalo ga bisa luka",5 bulan lalu,1,wajannya bagus minusnya pinggirannya tajam jadi harus hati hati kalo ga bisa luka
1722,2066,Maspion Rak Sepatu Plastik Susun 3,5,👍,5 bulan lalu,1,
1723,2067,Maspion Tempat RotI Tawar - Bread Case,5,👍,5 bulan lalu,1,
1724,2068,Maspion Turbine Fan 10 Inch TB-104,5,cocok untuk buat air purifier diy,5 bulan lalu,1,cocok untuk buat air purifier diy
1725,2069,Maspion Dispenser Portable MD-15 PAS,5,"bagus brgnya.  mendarat dg aman.  cuman body nya ada goresan2,  tp all in oke.  brg jg berfungsi dg baik.  
semoga aweet.  aamiin.  thnks seller",5 bulan lalu,1,bagus brgnya mendarat dg aman cuman body nya ada goresan tp all in oke brg jg berfungsi dg baik semoga aweet aamiin thnks seller
1726,2070,Maspion Setrika HA 370,5,mudah2n awet,5 bulan lalu,1,mudahn awet
1727,2071,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,"barang sih oke sesuai yg diiklankan.  namun hati2 kalau mau pesan,  krn orderan diproses sesuai jam kantor dan sabtu minggu tutup.  saya pesan jumat sore,  diproses senin.  ta. . .  ",5 bulan lalu,1,barang sih oke sesuai yg diiklankan namun hati kalau mau pesan krn orderan diproses sesuai jam kantor dan sabtu minggu tutup saya pesan jumat sore diproses senin ta
1728,2072,Maspion Automatic Setrika HA-30,3,untuk barang sih sudah tidak di ragukan cuma packing nya seperti asal2an tidak niat packing masih kalah sama packing anti gores yang harganya 20rb jadi rawan pecah dalam. . .  ,5 bulan lalu,1,untuk barang sih sudah tidak di ragukan cuma packing nya seperti asalan tidak niat packing masih kalah sama packing anti gores yang harganya rb jadi rawan pecah dalam
1729,2073,Maspion Rice Warmer MRJ-788,5,barang sesuai pengiriman cepat,5 bulan lalu,1,barang sesuai pengiriman cepat
1730,2074,Maspion Dispenser Portable MD-15 PAS,5,￼👍,5 bulan lalu,1,
1731,2075,Maspion Setrika HA 370,5,"barang sesuai pesanan,  berfungsi dengan baik",5 bulan lalu,1,barang sesuai pesanan berfungsi dengan baik
1732,2076,Maspion Kompor Induksi MIC-02,5,bagus,5 bulan lalu,1,bagus
1733,2077,Maspion Electric Bottle Water Pump MPB-03,5,barangnya original 👍 berfungsi dengan baik garansi resmi,5 bulan lalu,1,barangnya original berfungsi dengan baik garansi resmi
1734,2078,Maspion Dispenser Portable MD-19 PAS,4,barang sudah diterima dalam kondisi baik. ,5 bulan lalu,1,barang sudah diterima dalam kondisi baik
1735,2079,Maspion penggorengan Fryer 18 Cm Gudetama Tutup Full Kaca - Aluminium,5,"pengiriman cepat,  packing rapih dan aman pakai bubble wrap,  produk bagus sesuai katalogue…. . terimakasih maspion",5 bulan lalu,1,pengiriman cepat packing rapih dan aman pakai bubble wrap produk bagus sesuai katalogue terimakasih maspion
1736,2080,Maspion Tatakan Setrika Plastik,5,ok,5 bulan lalu,1,ok
1737,2081,Maspion Exhaust Fan MV-200 NEX,5,bubble wrap nya rusak tp barang aman koq.  smg awet,5 bulan lalu,1,bubble wrap nya rusak tp barang aman koq smg awet
