Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
5 bulan lalu,Maspion Dispenser Portable MD-19 PAS,bintang 1,0,"jangan perrnah pengiriman pakai j&t,  dari jakut ke jakbar 8 hari!! ini pun baru datang ketika di komplain,  kalau tidak di komplain tidak diantar!",jangan perrnah pengiriman pakai jt dari jakut ke jakbar hari ini pun baru datang ketika di komplain kalau tidak di komplain tidak diantar,"['jangan', 'perrnah', 'pengiriman', 'pakai', 'jt', 'dari', 'jakut', 'ke', 'jakbar', 'hari', 'ini', 'pun', 'baru', 'datang', 'ketika', 'di', 'komplain', 'kalau', 'tidak', 'di', 'komplain', 'tidak', 'diantar']","['jangan', 'perrnah', 'pengiriman', 'pakai', 'juta', 'dari', 'jakut', 'ke', 'jakbar', 'hari', 'ini', 'pun', 'baru', 'datang', 'ketika', 'di', 'komplain', 'kalau', 'tidak', 'di', 'komplain', 'tidak', 'diantar']","['perrnah', 'pengiriman', 'pakai', 'juta', 'jakut', 'jakbar', 'komplain', 'tidak', 'komplain', 'tidak', 'diantar']","['perrnah', 'kirim', 'pakai', 'juta', 'jakut', 'jakbar', 'komplain', 'tidak', 'komplain', 'tidak', 'antar']",perrnah kirim pakai juta jakut jakbar komplain tidak komplain tidak antar
5 bulan lalu,Maspion Setrika HA - 380,bintang 5,1,"baru aku coba setelah sebulan beli,  licin buat setrika,  padahal pakai suhu rendah dan bahannya katun,  cepat halus.  recommended produk.  pengiriman aman dan produk diterima. . .  ",baru aku coba setelah sebulan beli licin buat setrika padahal pakai suhu rendah dan bahannya katun cepat halus recommended produk pengiriman aman dan produk diterima,"['baru', 'aku', 'coba', 'setelah', 'sebulan', 'beli', 'licin', 'buat', 'setrika', 'padahal', 'pakai', 'suhu', 'rendah', 'dan', 'bahannya', 'katun', 'cepat', 'halus', 'recommended', 'produk', 'pengiriman', 'aman', 'dan', 'produk', 'diterima']","['baru', 'aku', 'coba', 'setelah', 'sebulan', 'beli', 'licin', 'buat', 'setrika', 'padahal', 'pakai', 'suhu', 'rendah', 'dan', 'bahannya', 'katun', 'cepat', 'halus', 'recommended', 'produk', 'pengiriman', 'aman', 'dan', 'produk', 'diterima']","['coba', 'sebulan', 'beli', 'licin', 'setrika', 'pakai', 'suhu', 'rendah', 'bahannya', 'cepat', 'halus', 'recommended', 'produk', 'pengiriman', 'aman', 'produk', 'diterima']","['coba', 'bulan', 'beli', 'licin', 'setrika', 'pakai', 'suhu', 'rendah', 'bahan', 'cepat', 'halus', 'recommended', 'produk', 'kirim', 'aman', 'produk', 'terima']",coba bulan beli licin setrika pakai suhu rendah bahan cepat halus recommended produk kirim aman produk terima
5 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,kipasnya kenceng banget! ampe tornado dalam rumah!!!,kipasnya kenceng banget ampe tornado dalam rumah,"['kipasnya', 'kenceng', 'banget', 'ampe', 'tornado', 'dalam', 'rumah']","['kipasnya', 'kencang', 'banget', 'sampai', 'tornado', 'dalam', 'rumah']","['kipasnya', 'kencang', 'banget', 'rumah']","['kipas', 'kencang', 'banget', 'rumah']",kipas kencang banget rumah
5 bulan lalu,Maspion lemari pendingin showcase USG-126,bintang 3,0,ini sepertinya bekas.  sangat kecewa,ini sepertinya bekas sangat kecewa,"['ini', 'sepertinya', 'bekas', 'sangat', 'kecewa']","['ini', 'sepertinya', 'bekas', 'sangat', 'kecewa']","['bekas', 'kecewa']","['bekas', 'kecewa']",bekas kecewa
5 bulan lalu,Maspion Panda Wajan 20 cm - Wok Penggorengan Stainless Steel,bintang 5,1,"bagus bgt,  tebal,  cocok bgt buat camping. . . ",bagus bgt tebal cocok bgt buat camping,"['bagus', 'bgt', 'tebal', 'cocok', 'bgt', 'buat', 'camping']","['bagus', 'banget', 'tebal', 'cocok', 'banget', 'buat', 'camping']","['bagus', 'banget', 'tebal', 'cocok', 'banget', 'camping']","['bagus', 'banget', 'tebal', 'cocok', 'banget', 'camping']",bagus banget tebal cocok banget camping
5 bulan lalu,Maspion Dispenser Portable MD-15 PAS,bintang 5,1,"kondisi barang bagus.  semua aman.  air hot water sdh bs keluar.  kmrn salah pengoperasian,  jd air ga keluar hehehe. . . maaf ya",kondisi barang bagus semua aman air hot water sdh bs keluar kmrn salah pengoperasian jd air ga keluar hehehe maaf ya,"['kondisi', 'barang', 'bagus', 'semua', 'aman', 'air', 'hot', 'water', 'sdh', 'bs', 'keluar', 'kmrn', 'salah', 'pengoperasian', 'jd', 'air', 'ga', 'keluar', 'hehehe', 'maaf', 'ya']","['kondisi', 'barang', 'bagus', 'semua', 'aman', 'air', 'hot', 'water', 'sudah', 'bisa', 'keluar', 'kemarin', 'salah', 'pengoperasian', 'jadi', 'air', 'enggak', 'keluar', 'hehehe', 'maaf', 'ya']","['kondisi', 'barang', 'bagus', 'aman', 'kemarin', 'salah', 'pengoperasian', 'enggak', 'hehehe', 'maaf']","['kondisi', 'barang', 'bagus', 'aman', 'kemarin', 'salah', 'operasi', 'enggak', 'hehehe', 'maaf']",kondisi barang bagus aman kemarin salah operasi enggak hehehe maaf
5 bulan lalu,Maspion Turbine Fan 10 Inch TB-104,bintang 5,1,barang berfungsi baik.  packing cukup aman. ,barang berfungsi baik packing cukup aman,"['barang', 'berfungsi', 'baik', 'packing', 'cukup', 'aman']","['barang', 'berfungsi', 'baik', 'packing', 'cukup', 'aman']","['barang', 'berfungsi', 'packing', 'aman']","['barang', 'fungsi', 'packing', 'aman']",barang fungsi packing aman
5 bulan lalu,Maspion Power Fan 20 Inch PW-2001 RC,bintang 5,1,"kipas datang dg selamat,  packing safe banget.  sesuai sebagai official store. ",kipas datang dg selamat packing safe banget sesuai sebagai official store,"['kipas', 'datang', 'dg', 'selamat', 'packing', 'safe', 'banget', 'sesuai', 'sebagai', 'official', 'store']","['kipas', 'datang', 'dengan', 'selamat', 'packing', 'safe', 'banget', 'sesuai', 'sebagai', 'official', 'store']","['kipas', 'selamat', 'packing', 'banget', 'sesuai']","['kipas', 'selamat', 'packing', 'banget', 'sesuai']",kipas selamat packing banget sesuai
5 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 3,0,"padahal official store,  masa cuma dibungkus bubble wrap selapis.  apa krn harga barangnya murah ?",padahal official store masa cuma dibungkus bubble wrap selapis apa krn harga barangnya murah,"['padahal', 'official', 'store', 'masa', 'cuma', 'dibungkus', 'bubble', 'wrap', 'selapis', 'apa', 'krn', 'harga', 'barangnya', 'murah']","['padahal', 'official', 'store', 'masa', 'cuma', 'dibungkus', 'bubble', 'wrap', 'selapis', 'apa', 'karena', 'harga', 'barangnya', 'murah']","['dibungkus', 'selapis', 'harga', 'barangnya', 'murah']","['bungkus', 'selap', 'harga', 'barang', 'murah']",bungkus selap harga barang murah
5 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,"barang berfungsi dengan normal, terima kasih tokonya sudah amanah",barang berfungsi dengan normal terima kasih tokonya sudah amanah,"['barang', 'berfungsi', 'dengan', 'normal', 'terima', 'kasih', 'tokonya', 'sudah', 'amanah']","['barang', 'berfungsi', 'dengan', 'normal', 'terima', 'kasih', 'tokonya', 'sudah', 'amanah']","['barang', 'berfungsi', 'terima', 'kasih', 'tokonya', 'amanah']","['barang', 'fungsi', 'terima', 'kasih', 'toko', 'amanah']",barang fungsi terima kasih toko amanah
5 bulan lalu,Maspion Mixer MT-1170,bintang 5,1,barang sesuai dan packing bagus,barang sesuai dan packing bagus,"['barang', 'sesuai', 'dan', 'packing', 'bagus']","['barang', 'sesuai', 'dan', 'packing', 'bagus']","['barang', 'sesuai', 'packing', 'bagus']","['barang', 'sesuai', 'packing', 'bagus']",barang sesuai packing bagus
5 bulan lalu,"Maspion Desk Fan 9"" F-23 DE",bintang 5,1,"maspion mmg okkee banget. 
barang dtg dg slmt. . . 
berfungsi dgn baik. ",maspion mmg okkee banget barang dtg dg slmt berfungsi dgn baik,"['maspion', 'mmg', 'okkee', 'banget', 'barang', 'dtg', 'dg', 'slmt', 'berfungsi', 'dgn', 'baik']","['maspion', 'memang', 'okkee', 'banget', 'barang', 'datang', 'dengan', 'selamat', 'berfungsi', 'dengann', 'baik']","['maspion', 'okkee', 'banget', 'barang', 'selamat', 'berfungsi', 'dengann']","['maspion', 'okkee', 'banget', 'barang', 'selamat', 'fungsi', 'dengann']",maspion okkee banget barang selamat fungsi dengann
6 bulan lalu,"Maspion Stand Fan 16"" EX-172 S (Exclusive)",bintang 4,1,"sesuai deskripsi,  packing baik,  tapi kayaknya ini produk refurbished.  lecet lumayan banyak di bagian stand bawahnya serta di badan tengah kipasnya.  tapi bagian blade,  mot. . .  ",sesuai deskripsi packing baik tapi kayaknya ini produk refurbished lecet lumayan banyak di bagian stand bawahnya serta di badan tengah kipasnya tapi bagian blade mot,"['sesuai', 'deskripsi', 'packing', 'baik', 'tapi', 'kayaknya', 'ini', 'produk', 'refurbished', 'lecet', 'lumayan', 'banyak', 'di', 'bagian', 'stand', 'bawahnya', 'serta', 'di', 'badan', 'tengah', 'kipasnya', 'tapi', 'bagian', 'blade', 'mot']","['sesuai', 'deskripsi', 'packing', 'baik', 'tapi', 'kayaknya', 'ini', 'produk', 'refurbished', 'lecet', 'lumayan', 'banyak', 'di', 'bagian', 'stand', 'bawahnya', 'serta', 'di', 'badan', 'tengah', 'kipasnya', 'tapi', 'bagian', 'blade', 'mot']","['sesuai', 'deskripsi', 'packing', 'kayaknya', 'produk', 'refurbished', 'lecet', 'lumayan', 'bawahnya', 'kipasnya']","['sesuai', 'deskripsi', 'packing', 'kayak', 'produk', 'refurbished', 'lecet', 'lumayan', 'bawah', 'kipas']",sesuai deskripsi packing kayak produk refurbished lecet lumayan bawah kipas
6 bulan lalu,Maspion Stand Fan 18 Inch F'-1801 ST,bintang 5,1,"delivery times. .  manstab. .  
service. .  manstab. .  
package. .  manstab. .  
quality. .  we'll see. . ",delivery times manstab service manstab package manstab quality well see,"['delivery', 'times', 'manstab', 'service', 'manstab', 'package', 'manstab', 'quality', 'well', 'see']","['delivery', 'times', 'manstab', 'service', 'manstab', 'package', 'manstab', 'quality', 'well', 'sih']","['manstab', 'manstab', 'manstab', 'sih']","['manstab', 'manstab', 'manstab', 'sih']",manstab manstab manstab sih
6 bulan lalu,Maspion UCHIDA Dispenser EX-18 PAS (Putih-Biru),bintang 5,1,mantab alhamdulillah bs sering2 ngeteh di meja kerja,mantab alhamdulillah bs sering ngeteh di meja kerja,"['mantab', 'alhamdulillah', 'bs', 'sering', 'ngeteh', 'di', 'meja', 'kerja']","['mantab', 'alhamdulillah', 'bisa', 'sering', 'ngeteh', 'di', 'meja', 'kerja']","['mantab', 'alhamdulillah', 'ngeteh', 'meja', 'kerja']","['mantab', 'alhamdulillah', 'ngeteh', 'meja', 'kerja']",mantab alhamdulillah ngeteh meja kerja
6 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),bintang 4,1,"pengemasan baik.  hanya sayangnya tombol ""masak- hangat"" nya di pemakaian kedua langsung rusak,  tp msi berfungsi. ",pengemasan baik hanya sayangnya tombol masak hangat nya di pemakaian kedua langsung rusak tp msi berfungsi,"['pengemasan', 'baik', 'hanya', 'sayangnya', 'tombol', 'masak', 'hangat', 'nya', 'di', 'pemakaian', 'kedua', 'langsung', 'rusak', 'tp', 'msi', 'berfungsi']","['pengemasan', 'baik', 'hanya', 'sayangnya', 'tombol', 'masak', 'hangat', 'nya', 'di', 'pemakaian', 'kedua', 'langsung', 'rusak', 'tapi', 'msi', 'berfungsi']","['pengemasan', 'sayangnya', 'tombol', 'masak', 'hangat', 'nya', 'pemakaian', 'langsung', 'rusak', 'msi', 'berfungsi']","['emas', 'sayang', 'tombol', 'masak', 'hangat', 'nya', 'pakai', 'langsung', 'rusak', 'msi', 'fungsi']",emas sayang tombol masak hangat nya pakai langsung rusak msi fungsi
6 bulan lalu,Maspion Dispenser Portable MD-15 PAS,bintang 4,1,tombol air panasnya macet. . ,tombol air panasnya macet,"['tombol', 'air', 'panasnya', 'macet']","['tombol', 'air', 'panasnya', 'macet']","['tombol', 'panasnya', 'macet']","['tombol', 'panas', 'macet']",tombol panas macet
6 bulan lalu,Maspion Magic Cooker MRJ-1808 Stainless Steel,bintang 4,1,gatau salahnya dmna tp nasinya klo dibessokkan basi,gatau salahnya dmna tp nasinya klo dibessokkan basi,"['gatau', 'salahnya', 'dmna', 'tp', 'nasinya', 'klo', 'dibessokkan', 'basi']","['enggak tau', 'salahnya', 'dimana', 'tapi', 'nasinya', 'kalo', 'dibessokkan', 'basi']","['enggak tau', 'salahnya', 'dimana', 'nasinya', 'dibessokkan', 'basi']","['enggak tau', 'salah', 'mana', 'nasi', 'dibessokkan', 'basi']",enggak tau salah mana nasi dibessokkan basi
6 bulan lalu,"Maspion Box Fan 12"" EX - 2109 T ( EXCLUSIVE )",bintang 5,1,barang ori bergaransi & fungsi dgn baik ya,barang ori bergaransi fungsi dgn baik ya,"['barang', 'ori', 'bergaransi', 'fungsi', 'dgn', 'baik', 'ya']","['barang', 'orisinal', 'bergaransi', 'fungsi', 'dengan', 'baik', 'ya']","['barang', 'orisinal', 'bergaransi', 'fungsi']","['barang', 'orisinal', 'garansi', 'fungsi']",barang orisinal garansi fungsi
6 bulan lalu,Maspion Dispenser Portable MD-15 PAS,bintang 5,1,"packing aman,  barang sesuai deskripsi.  mantap",packing aman barang sesuai deskripsi mantap,"['packing', 'aman', 'barang', 'sesuai', 'deskripsi', 'mantap']","['packing', 'aman', 'barang', 'sesuai', 'deskripsi', 'mantap']","['packing', 'aman', 'barang', 'sesuai', 'deskripsi', 'mantap']","['packing', 'aman', 'barang', 'sesuai', 'deskripsi', 'mantap']",packing aman barang sesuai deskripsi mantap
6 bulan lalu,Maspion Multi Elektrik cooker MEC 1750,bintang 5,1,"barang sdh diterima,  belum di coba,  yakin aja dengan merk maspion ,  sudah order ke 2 semoga awet",barang sdh diterima belum di coba yakin aja dengan merk maspion sudah order ke semoga awet,"['barang', 'sdh', 'diterima', 'belum', 'di', 'coba', 'yakin', 'aja', 'dengan', 'merk', 'maspion', 'sudah', 'order', 'ke', 'semoga', 'awet']","['barang', 'sudah', 'diterima', 'belum', 'di', 'coba', 'yakin', 'saja', 'dengan', 'merk', 'maspion', 'sudah', 'order', 'ke', 'semoga', 'awet']","['barang', 'diterima', 'coba', 'maspion', 'semoga', 'awet']","['barang', 'terima', 'coba', 'maspion', 'moga', 'awet']",barang terima coba maspion moga awet
6 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,"barang original,  dapat garansi juga,  barang berfungsi dengan baik 👍",barang original dapat garansi juga barang berfungsi dengan baik,"['barang', 'original', 'dapat', 'garansi', 'juga', 'barang', 'berfungsi', 'dengan', 'baik']","['barang', 'original', 'dapat', 'garansi', 'juga', 'barang', 'berfungsi', 'dengan', 'baik']","['barang', 'garansi', 'barang', 'berfungsi']","['barang', 'garansi', 'barang', 'fungsi']",barang garansi barang fungsi
6 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,"barang original,  sdh dicoba dan berfungsi dng baik. 
pengiriman cepat",barang original sdh dicoba dan berfungsi dng baik pengiriman cepat,"['barang', 'original', 'sdh', 'dicoba', 'dan', 'berfungsi', 'dng', 'baik', 'pengiriman', 'cepat']","['barang', 'original', 'sudah', 'dicoba', 'dan', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat']","['barang', 'dicoba', 'berfungsi', 'pengiriman', 'cepat']","['barang', 'coba', 'fungsi', 'kirim', 'cepat']",barang coba fungsi kirim cepat
6 bulan lalu,MASPION AUTOMATIC IRON SETRIKA HA-390,bintang 5,1,"semoga awet,  tapi dus ada yg rusak sisi nya.  jnt nya jorok",semoga awet tapi dus ada yg rusak sisi nya jnt nya jorok,"['semoga', 'awet', 'tapi', 'dus', 'ada', 'yg', 'rusak', 'sisi', 'nya', 'jnt', 'nya', 'jorok']","['semoga', 'awet', 'tapi', 'dus', 'ada', 'yang', 'rusak', 'sisi', 'nya', 'jnt', 'nya', 'jorok']","['semoga', 'awet', 'dus', 'rusak', 'nya', 'jnt', 'nya', 'jorok']","['moga', 'awet', 'dus', 'rusak', 'nya', 'jnt', 'nya', 'jorok']",moga awet dus rusak nya jnt nya jorok
6 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,mantap bangwt,mantap bangwt,"['mantap', 'bangwt']","['mantap', 'bangwt']","['mantap', 'bangwt']","['mantap', 'bangwt']",mantap bangwt
6 bulan lalu,Maspion Cup gudetama - Cangkir gelas Aluminium,bintang 5,1,material produk bagus kualitas produk bagus ukuran produk sesuai warna produk sesuai,material produk bagus kualitas produk bagus ukuran produk sesuai warna produk sesuai,"['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'warna', 'produk', 'sesuai']","['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'warna', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'warna', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukur', 'produk', 'sesuai', 'warna', 'produk', 'sesuai']",produk bagus kualitas produk bagus ukur produk sesuai warna produk sesuai
6 bulan lalu,"Maspion Stand Fan 16"" EX-172 S (Exclusive)",bintang 5,1,"barangnya original,  bergaransi,  packing rapi dan aman tiba dg selamat.  pengiriman juga cepat. ",barangnya original bergaransi packing rapi dan aman tiba dg selamat pengiriman juga cepat,"['barangnya', 'original', 'bergaransi', 'packing', 'rapi', 'dan', 'aman', 'tiba', 'dg', 'selamat', 'pengiriman', 'juga', 'cepat']","['barangnya', 'original', 'bergaransi', 'packing', 'rapi', 'dan', 'aman', 'tiba', 'dengan', 'selamat', 'pengiriman', 'juga', 'cepat']","['barangnya', 'bergaransi', 'packing', 'rapi', 'aman', 'selamat', 'pengiriman', 'cepat']","['barang', 'garansi', 'packing', 'rapi', 'aman', 'selamat', 'kirim', 'cepat']",barang garansi packing rapi aman selamat kirim cepat
6 bulan lalu,Maspion Setrika HA 370,bintang 5,1,"barang sesuai harapan,  
recomended👍",barang sesuai harapan recomended,"['barang', 'sesuai', 'harapan', 'recomended']","['barang', 'sesuai', 'harapan', 'recomended']","['barang', 'sesuai', 'harapan', 'recomended']","['barang', 'sesuai', 'harap', 'recomended']",barang sesuai harap recomended
6 bulan lalu,Maspion Stockpot Enamel ECO Ceria 26 cm dengan Tutup Kaca dan Steamer,bintang 5,1,"material produk bagus
amaaan",material produk bagus amaaan,"['material', 'produk', 'bagus', 'amaaan']","['material', 'produk', 'bagus', 'amaaan']","['produk', 'bagus', 'amaaan']","['produk', 'bagus', 'amaaan']",produk bagus amaaan
6 bulan lalu,Maspion Dusbin Pedal - Tempat Sampah Stainless Steel,bintang 3,0,"penyok parah,  tidak bisa susah bukanya ,  packing hanya pakai plastik tanpa bublewrap",penyok parah tidak bisa susah bukanya packing hanya pakai plastik tanpa bublewrap,"['penyok', 'parah', 'tidak', 'bisa', 'susah', 'bukanya', 'packing', 'hanya', 'pakai', 'plastik', 'tanpa', 'bublewrap']","['penyok', 'parah', 'tidak', 'bisa', 'susah', 'bukanya', 'packing', 'hanya', 'pakai', 'plastik', 'tanpa', 'bublewrap']","['penyok', 'tidak', 'susah', 'bukanya', 'packing', 'pakai', 'plastik', 'bublewrap']","['penyok', 'tidak', 'susah', 'buka', 'packing', 'pakai', 'plastik', 'bublewrap']",penyok tidak susah buka packing pakai plastik bublewrap
6 bulan lalu,Maspion Keranjang Pakaian Hana Basket,bintang 5,1,"barang bagus, suka",barang bagus suka,"['barang', 'bagus', 'suka']","['barang', 'bagus', 'suka']","['barang', 'bagus', 'suka']","['barang', 'bagus', 'suka']",barang bagus suka
6 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,barang berfungsi dengan baik,barang berfungsi dengan baik,"['barang', 'berfungsi', 'dengan', 'baik']","['barang', 'berfungsi', 'dengan', 'baik']","['barang', 'berfungsi']","['barang', 'fungsi']",barang fungsi
6 bulan lalu,Maspion Panda Asoka Milkpan 14 cm - Panci Susu Stainless Steel,bintang 5,1,"packaging aman,  cepat sampai,  happy customer 👍  material produk bagus produk original kualitas produk bagus ukuran produk sesuai",packaging aman cepat sampai happy customer material produk bagus produk original kualitas produk bagus ukuran produk sesuai,"['packaging', 'aman', 'cepat', 'sampai', 'happy', 'customer', 'material', 'produk', 'bagus', 'produk', 'original', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['packaging', 'aman', 'cepat', 'sampai', 'happy', 'customer', 'material', 'produk', 'bagus', 'produk', 'original', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['packaging', 'aman', 'cepat', 'produk', 'bagus', 'produk', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai']","['packaging', 'aman', 'cepat', 'produk', 'bagus', 'produk', 'kualitas', 'produk', 'bagus', 'ukur', 'produk', 'sesuai']",packaging aman cepat produk bagus produk kualitas produk bagus ukur produk sesuai
6 bulan lalu,Maspion Desk Fan 12 Inch EF-30 P2,bintang 5,1,barang sesuai dengan harapan dan kebutuhan,barang sesuai dengan harapan dan kebutuhan,"['barang', 'sesuai', 'dengan', 'harapan', 'dan', 'kebutuhan']","['barang', 'sesuai', 'dengan', 'harapan', 'dan', 'kebutuhan']","['barang', 'sesuai', 'harapan', 'kebutuhan']","['barang', 'sesuai', 'harap', 'butuh']",barang sesuai harap butuh
6 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ-1003 (1L),bintang 5,1,alhamdulillah pas sesuai pesanan,alhamdulillah pas sesuai pesanan,"['alhamdulillah', 'pas', 'sesuai', 'pesanan']","['alhamdulillah', 'pas', 'sesuai', 'pesanan']","['alhamdulillah', 'pas', 'sesuai', 'pesanan']","['alhamdulillah', 'pas', 'sesuai', 'pesan']",alhamdulillah pas sesuai pesan
6 bulan lalu,Maspion Rice Com MRJ-0622 RDJM,bintang 1,0,"adminya slow respon barangnya penyok tidak ada respon , klo soal kualitas maspion tidak diragukan lg",adminya slow respon barangnya penyok tidak ada respon klo soal kualitas maspion tidak diragukan lg,"['adminya', 'slow', 'respon', 'barangnya', 'penyok', 'tidak', 'ada', 'respon', 'klo', 'soal', 'kualitas', 'maspion', 'tidak', 'diragukan', 'lg']","['adminya', 'slow', 'respon', 'barangnya', 'penyok', 'tidak', 'ada', 'respon', 'kalo', 'soal', 'kualitas', 'maspion', 'tidak', 'diragukan', 'lagi']","['adminya', 'respon', 'barangnya', 'penyok', 'tidak', 'respon', 'kualitas', 'maspion', 'tidak', 'diragukan']","['adminya', 'respon', 'barang', 'penyok', 'tidak', 'respon', 'kualitas', 'maspion', 'tidak', 'ragu']",adminya respon barang penyok tidak respon kualitas maspion tidak ragu
6 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,"barang sesuai,  berfungsi dgn baik.  mudah2an awet",barang sesuai berfungsi dgn baik mudahan awet,"['barang', 'sesuai', 'berfungsi', 'dgn', 'baik', 'mudahan', 'awet']","['barang', 'sesuai', 'berfungsi', 'dengan', 'baik', 'mudahan', 'awet']","['barang', 'sesuai', 'berfungsi', 'mudahan', 'awet']","['barang', 'sesuai', 'fungsi', 'mudah', 'awet']",barang sesuai fungsi mudah awet
6 bulan lalu,Maspion Dispenser Portable MD-15 PAS,bintang 5,1,mantaps mantaps,mantaps mantaps,"['mantaps', 'mantaps']","['mantaps', 'mantaps']","['mantaps', 'mantaps']","['mantaps', 'mantaps']",mantaps mantaps
6 bulan lalu,Maspion Beta Organiser Case - Tempat Alat Tulis Kantor,bintang 5,1,"barangnya bagus,  sesuai dengan deskripsi dan peruntukan. . ",barangnya bagus sesuai dengan deskripsi dan peruntukan,"['barangnya', 'bagus', 'sesuai', 'dengan', 'deskripsi', 'dan', 'peruntukan']","['barangnya', 'bagus', 'sesuai', 'dengan', 'deskripsi', 'dan', 'peruntukan']","['barangnya', 'bagus', 'sesuai', 'deskripsi', 'peruntukan']","['barang', 'bagus', 'sesuai', 'deskripsi', 'untuk']",barang bagus sesuai deskripsi untuk
6 bulan lalu,"Maspion Power Fan 18"" PW- 450 D",bintang 5,1,kualitas produk bagus produk sesuai deskripsi packaging rapi & aman,kualitas produk bagus produk sesuai deskripsi packaging rapi aman,"['kualitas', 'produk', 'bagus', 'produk', 'sesuai', 'deskripsi', 'packaging', 'rapi', 'aman']","['kualitas', 'produk', 'bagus', 'produk', 'sesuai', 'deskripsi', 'packaging', 'rapi', 'aman']","['kualitas', 'produk', 'bagus', 'produk', 'sesuai', 'deskripsi', 'packaging', 'rapi', 'aman']","['kualitas', 'produk', 'bagus', 'produk', 'sesuai', 'deskripsi', 'packaging', 'rapi', 'aman']",kualitas produk bagus produk sesuai deskripsi packaging rapi aman
6 bulan lalu,Maspion Dusbin Pedal - Tempat Sampah Stainless Steel,bintang 2,0,"mungkin sesuai harga,  tapi harapan saya tidak penyok- penyok seperti ini. ",mungkin sesuai harga tapi harapan saya tidak penyok penyok seperti ini,"['mungkin', 'sesuai', 'harga', 'tapi', 'harapan', 'saya', 'tidak', 'penyok', 'penyok', 'seperti', 'ini']","['mungkin', 'sesuai', 'harga', 'tapi', 'harapan', 'saya', 'tidak', 'penyok', 'penyok', 'seperti', 'ini']","['sesuai', 'harga', 'harapan', 'tidak', 'penyok', 'penyok']","['sesuai', 'harga', 'harap', 'tidak', 'penyok', 'penyok']",sesuai harga harap tidak penyok penyok
6 bulan lalu,Maspion Dispenser Portable MD-19 PAS,bintang 4,1,sedikit defect pada permukaan plastik kanan atas,sedikit defect pada permukaan plastik kanan atas,"['sedikit', 'defect', 'pada', 'permukaan', 'plastik', 'kanan', 'atas']","['sedikit', 'defect', 'pada', 'permukaan', 'plastik', 'kanan', 'atas']","['permukaan', 'plastik', 'kanan']","['muka', 'plastik', 'kanan']",muka plastik kanan
6 bulan lalu,Maspion panda signature mug ombre 8 cm - Cangkir gelas enamel,bintang 5,1,material produk bagus kualitas produk bagus warna produk sesuai ukuran produk sesuai,material produk bagus kualitas produk bagus warna produk sesuai ukuran produk sesuai,"['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'warna', 'produk', 'sesuai', 'ukuran', 'produk', 'sesuai']","['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'warna', 'produk', 'sesuai', 'ukuran', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'warna', 'produk', 'sesuai', 'ukuran', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'warna', 'produk', 'sesuai', 'ukur', 'produk', 'sesuai']",produk bagus kualitas produk bagus warna produk sesuai ukur produk sesuai
6 bulan lalu,Maspion econopack 6 pcs dessert fork - Garpu stainless steel,bintang 5,1,material produk bagus kualitas produk bagus ukuran produk sesuai produk sesuai,material produk bagus kualitas produk bagus ukuran produk sesuai produk sesuai,"['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'sesuai']","['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'sesuai']","['produk', 'bagus', 'kualitas', 'produk', 'bagus', 'ukur', 'produk', 'sesuai', 'produk', 'sesuai']",produk bagus kualitas produk bagus ukur produk sesuai produk sesuai
