Tanggal,Produk,Ulasan,Cleaning,Tokenizing,Normalisasi
3 bulan lalu,Maspion Mikado Areum Wok 20 cm - Wajan Alumunium,daebakkk!! kerenn wkwkwk,daebakkk kerenn wkwkwk,"['daebakkk', 'kerenn', 'wkwkwk']","['daebakkk', 'keren', 'wkwkwk']"
3 bulan lalu,Maspion Setrika EX1000,"bloman dicoba,  semoga ngga ada kendala. . . . . . . cuma sangat disayangkan,  kardus-nya sdh tdk dalam kondisi baik. . . . . pdhl mau buat hadiah",bloman dicoba semoga ngga ada kendala cuma sangat disayangkan kardusnya sdh tdk dalam kondisi baik pdhl mau buat hadiah,"['bloman', 'dicoba', 'semoga', 'ngga', 'ada', 'kendala', 'cuma', 'sangat', 'disayangkan', 'kardusnya', 'sdh', 'tdk', 'dalam', 'kondisi', 'baik', 'pdhl', 'mau', 'buat', 'hadiah']","['bloman', 'dicoba', 'semoga', 'enggak', 'ada', 'kendala', 'cuma', 'sangat', 'disayangkan', 'kardusnya', 'sudah', 'tidak', 'dalam', 'kondisi', 'baik', 'padahal', 'mau', 'buat', 'hadiah']"
3 bulan lalu,Maspion Oven Toaster (Tungku Pemanggang) MOT-1801S-Kapasitas 18 Liter,"desainnya cantik,  pemasangan sangat mudah,  easy to use.  bangga produk lokal 👍",desainnya cantik pemasangan sangat mudah easy to use bangga produk lokal ,"['desainnya', 'cantik', 'pemasangan', 'sangat', 'mudah', 'easy', 'to', 'use', 'bangga', 'produk', 'lokal', '']","['desainnya', 'cantik', 'pemasangan', 'sangat', 'mudah', 'easy', 'tapi', 'use', 'bangga', 'produk', 'lokal', '']"
3 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ-1003 TSS (1L),"kualitas bagus banget,  tdk penyok smp rumah,  di buble luat dalam. . . oke banget pelayanannya",kualitas bagus banget tdk penyok smp rumah di buble luat dalam oke banget pelayanannya,"['kualitas', 'bagus', 'banget', 'tdk', 'penyok', 'smp', 'rumah', 'di', 'buble', 'luat', 'dalam', 'oke', 'banget', 'pelayanannya']","['kualitas', 'bagus', 'banget', 'tidak', 'penyok', 'sampai', 'rumah', 'di', 'buble', 'luat', 'dalam', 'oke', 'banget', 'pelayanannya']"
3 bulan lalu,Maspion Colouris Saucepan 16 cm Glass Cover - Panci Stainless Steel,murah,murah,['murah'],['murah']
3 bulan lalu,Maspion Vanda Melamin lepek kecap 4 Inch Ayam,saya buat tutuf gelas kofi. . .  mweheheheh,saya buat tutuf gelas kofi mweheheheh,"['saya', 'buat', 'tutuf', 'gelas', 'kofi', 'mweheheheh']","['saya', 'buat', 'tutuf', 'gelas', 'kofi', 'mweheheheh']"
3 bulan lalu,Maspion Vanda Melamin Tutup Gelas 3.5 inch Hello Kitty,bisa buat nutuf. . . ,bisa buat nutuf ,"['bisa', 'buat', 'nutuf', '']","['bisa', 'buat', 'nutuf', '']"
3 bulan lalu,Maspion Panda FIT B - Frypan 20 cm & Dutch Oven 18 cm Stainless Steel,"betul bisa untuk induksi,  cuma memang tifiiis sangad frypan nya.  sezuai lah sama harga. ",betul bisa untuk induksi cuma memang tifiiis sangad frypan nya sezuai lah sama harga ,"['betul', 'bisa', 'untuk', 'induksi', 'cuma', 'memang', 'tifiiis', 'sangad', 'frypan', 'nya', 'sezuai', 'lah', 'sama', 'harga', '']","['betul', 'bisa', 'untuk', 'induksi', 'cuma', 'memang', 'tifiiis', 'sangad', 'frypan', 'nya', 'sezuai', 'lah', 'sama', 'harga', '']"
3 bulan lalu,Maspion Dutch Oven Bowl Doraemon Glass Cover - Panci Stainless Steel,"keren banget bowlnya,  luarnya enamel,  bagian dalam stainless asli bukan kaleng2.  tutupnya kaca.  ya pantas mahal sih",keren banget bowlnya luarnya enamel bagian dalam stainless asli bukan kaleng tutupnya kaca ya pantas mahal sih,"['keren', 'banget', 'bowlnya', 'luarnya', 'enamel', 'bagian', 'dalam', 'stainless', 'asli', 'bukan', 'kaleng', 'tutupnya', 'kaca', 'ya', 'pantas', 'mahal', 'sih']","['keren', 'banget', 'bowlnya', 'luarnya', 'enamel', 'bagian', 'dalam', 'stainless', 'asli', 'bukan', 'kaleng', 'tutupnya', 'kaca', 'ya', 'pantas', 'mahal', 'sih']"
3 bulan lalu,Maspion Mixing Bowl Honey Bee Set with cover - Tempat makan enamel,bagus bowlnya,bagus bowlnya,"['bagus', 'bowlnya']","['bagus', 'bowlnya']"
3 bulan lalu,Maspion Colouris Saucepan 16 cm Glass Cover - Panci Stainless Steel,jujur tipis bgt kaya di teken dikit bisa penyok deh,jujur tipis bgt kaya di teken dikit bisa penyok deh,"['jujur', 'tipis', 'bgt', 'kaya', 'di', 'teken', 'dikit', 'bisa', 'penyok', 'deh']","['jujur', 'tipis', 'banget', 'kayak', 'di', 'teken', 'dikit', 'bisa', 'penyok', 'deh']"
3 bulan lalu,Maspion Magic Cooker MRJ-1856 BSS,terbaik,terbaik,['terbaik'],['terbaik']
3 bulan lalu,Maspion Dispenser MD-106 PAS,mmm,mmm,['mmm'],['mmm']
3 bulan lalu,"Kipas Angin MASPION Box Fan 10"" JF - 122","barang bagus,  harga diskon. 
sayang kurir jne kirimnya sangat lama utk kali ini,  hampir 1 minggu jakarta-solo",barang bagus harga diskon sayang kurir jne kirimnya sangat lama utk kali ini hampir minggu jakartasolo,"['barang', 'bagus', 'harga', 'diskon', 'sayang', 'kurir', 'jne', 'kirimnya', 'sangat', 'lama', 'utk', 'kali', 'ini', 'hampir', 'minggu', 'jakartasolo']","['barang', 'bagus', 'harga', 'diskon', 'sayang', 'kurir', 'jne', 'kirimnya', 'sangat', 'lama', 'untuk', 'kali', 'ini', 'hampir', 'minggu', 'jakartasolo']"
3 bulan lalu,Maspion Casserole Belly Honey Bee 22 cm + Cover - Panci Gagang Enamel,"alhamdulillah panci tiba dengan aman,  tidak ada pecah atau penyok. 

pencinta bagus banget dan keren",alhamdulillah panci tiba dengan aman tidak ada pecah atau penyok pencinta bagus banget dan keren,"['alhamdulillah', 'panci', 'tiba', 'dengan', 'aman', 'tidak', 'ada', 'pecah', 'atau', 'penyok', 'pencinta', 'bagus', 'banget', 'dan', 'keren']","['alhamdulillah', 'panci', 'tiba', 'dengan', 'aman', 'tidak', 'ada', 'pecah', 'atau', 'penyok', 'pencinta', 'bagus', 'banget', 'dan', 'keren']"
3 bulan lalu,Maspion Setrika HA - 110,"fast respon n fast delivery ,  packaging rapih,  brg ori n bergaransi,  blm pernah order produk brand dari maspion,  semoga cocok n awet,  makasih🙏",fast respon  fast delivery packaging rapih brg ori  bergaransi blm pernah order produk brand dari maspion semoga cocok  awet makasih ,"['fast', 'respon', '', 'fast', 'delivery', 'packaging', 'rapih', 'brg', 'ori', '', 'bergaransi', 'blm', 'pernah', 'order', 'produk', 'brand', 'dari', 'maspion', 'semoga', 'cocok', '', 'awet', 'makasih', '']","['fast', 'respon', '', 'fast', 'delivery', 'packaging', 'rapi', 'bareng', 'orisinal', '', 'bergaransi', 'belum', 'pernah', 'order', 'produk', 'brand', 'dari', 'maspion', 'semoga', 'cocok', '', 'awet', 'terima kasih', '']"
3 bulan lalu,Maspion Ceiling Fan MCF52-305PB,barang yang di irder sesuai dengan orderan….  proses sangat cepat…. ,barang yang di irder sesuai dengan orderan proses sangat cepat ,"['barang', 'yang', 'di', 'irder', 'sesuai', 'dengan', 'orderan', 'proses', 'sangat', 'cepat', '']","['barang', 'yang', 'di', 'irder', 'sesuai', 'dengan', 'orderan', 'proses', 'sangat', 'cepat', '']"
3 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,"pemrosesan cepat.  order hari rabu malam (di luar jam kerja),  diproses hari kamis,  sabtu pagi sudah sampai.  padahal pakai jasa pengiriman yang paling murah.  produk juga ta. . .  ",pemrosesan cepat order hari rabu malam di luar jam kerja diproses hari kamis sabtu pagi sudah sampai padahal pakai jasa pengiriman yang paling murah produk juga ta ,"['pemrosesan', 'cepat', 'order', 'hari', 'rabu', 'malam', 'di', 'luar', 'jam', 'kerja', 'diproses', 'hari', 'kamis', 'sabtu', 'pagi', 'sudah', 'sampai', 'padahal', 'pakai', 'jasa', 'pengiriman', 'yang', 'paling', 'murah', 'produk', 'juga', 'ta', '']","['pemrosesan', 'cepat', 'order', 'hari', 'rabu', 'malam', 'di', 'luar', 'jam', 'kerja', 'diproses', 'hari', 'kamis', 'sabtu', 'pagi', 'sudah', 'sampai', 'padahal', 'pakai', 'jasa', 'pengiriman', 'yang', 'paling', 'murah', 'produk', 'juga', 'ta', '']"
3 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),blom dicoba sih,blom dicoba sih,"['blom', 'dicoba', 'sih']","['belum', 'dicoba', 'sih']"
3 bulan lalu,Maspion Ceiling Fan MCF52-110 NS,pengirimannya agak lambat yaa. . . . .   mohon kedepannya di improve,pengirimannya agak lambat yaa mohon kedepannya di improve,"['pengirimannya', 'agak', 'lambat', 'yaa', 'mohon', 'kedepannya', 'di', 'improve']","['pengirimannya', 'agak', 'lambat', 'ya', 'mohon', 'kedepannya', 'di', 'improve']"
4 bulan lalu,Maspion Box Fan 12 Inch JF-2121S,"toko bagus pengiriman cepat rapi.  brg kurang bagus.  kipas dan angin nya bagus.  tapi kaki2 nya tidak stabil,  bunyi2 dan goyang2.  untuk ganti2 model tinggi pendek nya ribet. . .  ",toko bagus pengiriman cepat rapi brg kurang bagus kipas dan angin nya bagus tapi kaki nya tidak stabil bunyi dan goyang untuk ganti model tinggi pendek nya ribet ,"['toko', 'bagus', 'pengiriman', 'cepat', 'rapi', 'brg', 'kurang', 'bagus', 'kipas', 'dan', 'angin', 'nya', 'bagus', 'tapi', 'kaki', 'nya', 'tidak', 'stabil', 'bunyi', 'dan', 'goyang', 'untuk', 'ganti', 'model', 'tinggi', 'pendek', 'nya', 'ribet', '']","['toko', 'bagus', 'pengiriman', 'cepat', 'rapi', 'bareng', 'kurang', 'bagus', 'kipas', 'dan', 'angin', 'nya', 'bagus', 'tapi', 'kaki', 'nya', 'tidak', 'stabil', 'bunyi', 'dan', 'goyang', 'untuk', 'ganti', 'model', 'tinggi', 'pendek', 'nya', 'ribet', '']"
4 bulan lalu,Maspion Tempat Sampah Mini Cannie Dustbin,sesuai pesanan 🙏,sesuai pesanan ,"['sesuai', 'pesanan', '']","['sesuai', 'pesanan', '']"
4 bulan lalu,MASPION POWER FAN PW – 1809 W,okeh semoga waet,okeh semoga waet,"['okeh', 'semoga', 'waet']","['okeh', 'semoga', 'waet']"
4 bulan lalu,Maspin Desk Fan 12 Inch EX-307,"terimakasih produk sampai dengan selamat,  sesuai dengan yg di gmbr dan diskripsi",terimakasih produk sampai dengan selamat sesuai dengan yg di gmbr dan diskripsi,"['terimakasih', 'produk', 'sampai', 'dengan', 'selamat', 'sesuai', 'dengan', 'yg', 'di', 'gmbr', 'dan', 'diskripsi']","['terimakasih', 'produk', 'sampai', 'dengan', 'selamat', 'sesuai', 'dengan', 'yang', 'di', 'gmbr', 'dan', 'diskripsi']"
4 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),berfungsi dengan baik.  terima kasih. ,berfungsi dengan baik terima kasih ,"['berfungsi', 'dengan', 'baik', 'terima', 'kasih', '']","['berfungsi', 'dengan', 'baik', 'terima', 'kasih', '']"
4 bulan lalu,Maspion Panda Seroja Pourpan - Panci Tuang Stainless Steel,"lumayan lah,  sesuai ama harga",lumayan lah sesuai ama harga,"['lumayan', 'lah', 'sesuai', 'ama', 'harga']","['lumayan', 'lah', 'sesuai', 'sama', 'harga']"
4 bulan lalu,Maspion Rice cooker Magic Com MRJ 1892 1.8 Liter New,gampang dibersihkan,gampang dibersihkan,"['gampang', 'dibersihkan']","['gampang', 'dibersihkan']"
4 bulan lalu,Maspion Mikado Nisuka Set - Alat masak Set Alumunium,kualitas produk bagus,kualitas produk bagus,"['kualitas', 'produk', 'bagus']","['kualitas', 'produk', 'bagus']"
4 bulan lalu,Maspion Kompor Gas 1 Tungku MKG 101 DGSF (DARK GREEN SUN FLAME),"barangnya bagus,  tp blm saya coba. .  tp buat yg mau beli ini recomended ya",barangnya bagus tp blm saya coba tp buat yg mau beli ini recomended ya,"['barangnya', 'bagus', 'tp', 'blm', 'saya', 'coba', 'tp', 'buat', 'yg', 'mau', 'beli', 'ini', 'recomended', 'ya']","['barangnya', 'bagus', 'tapi', 'belum', 'saya', 'coba', 'tapi', 'buat', 'yang', 'mau', 'beli', 'ini', 'recomended', 'ya']"
4 bulan lalu,Maspion Setrika EX-1010 Blackberry (Hitam),rusak ga bisa di pake.  ga bs di complain jg untk refund. ,rusak ga bisa di pake ga bs di complain jg untk refund ,"['rusak', 'ga', 'bisa', 'di', 'pake', 'ga', 'bs', 'di', 'complain', 'jg', 'untk', 'refund', '']","['rusak', 'engenggakk', 'bisa', 'di', 'pakai', 'engenggakk', 'bisa', 'di', 'complain', 'juga', 'untuk', 'refund', '']"
4 bulan lalu,Maspion Ventilating Fan 160 MM MV-1601 EX,ntabbb,ntabbb,['ntabbb'],['ntabbb']
4 bulan lalu,Maspion Kipas Angin Meja - Desk Fan 10'' F-252,barang bagus.  pemasangan mudah.  sampai di tujuan dengan aman.  kinerja kipas sangat baik. ,barang bagus pemasangan mudah sampai di tujuan dengan aman kinerja kipas sangat baik ,"['barang', 'bagus', 'pemasangan', 'mudah', 'sampai', 'di', 'tujuan', 'dengan', 'aman', 'kinerja', 'kipas', 'sangat', 'baik', '']","['barang', 'bagus', 'pemasangan', 'mudah', 'sampai', 'di', 'tujuan', 'dengan', 'aman', 'kinerja', 'kipas', 'sangat', 'baik', '']"
4 bulan lalu,Maspion Stand Fan EX-1611 SX (16 Inch),barang sesuai deskripsi tapi untuk pengiriman lama sampainya mohon ditingkatkan lagi pengirimannya,barang sesuai deskripsi tapi untuk pengiriman lama sampainya mohon ditingkatkan lagi pengirimannya,"['barang', 'sesuai', 'deskripsi', 'tapi', 'untuk', 'pengiriman', 'lama', 'sampainya', 'mohon', 'ditingkatkan', 'lagi', 'pengirimannya']","['barang', 'sesuai', 'deskripsi', 'tapi', 'untuk', 'pengiriman', 'lama', 'sampainya', 'mohon', 'ditingkatkan', 'lagi', 'pengirimannya']"
4 bulan lalu,Maspion Teko Rainbow Nasional 22cm - Whistling Kettle Aluminium,"barang dateng lama ongkos kirim pak sameday datang barang 5hari baru datang,  pesan tgl 12 okt baru dateng tgl 17 okt maspion maspion maspion gak udah dagang online kalau. . .  ",barang dateng lama ongkos kirim pak sameday datang barang hari baru datang pesan tgl okt baru dateng tgl okt maspion maspion maspion gak udah dagang online kalau ,"['barang', 'dateng', 'lama', 'ongkos', 'kirim', 'pak', 'sameday', 'datang', 'barang', 'hari', 'baru', 'datang', 'pesan', 'tgl', 'okt', 'baru', 'dateng', 'tgl', 'okt', 'maspion', 'maspion', 'maspion', 'gak', 'udah', 'dagang', 'online', 'kalau', '']","['barang', 'datang', 'lama', 'ongkos', 'kirim', 'pak', 'sameday', 'datang', 'barang', 'hari', 'baru', 'datang', 'pesan', 'tanggal', 'okt', 'baru', 'datang', 'tanggal', 'okt', 'maspion', 'maspion', 'maspion', 'enggak', 'sudah', 'dagang', 'online', 'kalau', '']"
4 bulan lalu,Maspion Turbine Fan 10 Inch TB-104,good. . . ,good ,"['good', '']","['good', '']"
4 bulan lalu,Maspion Setrika HA - 340,"barang dilempar,  banyak serpihan pecahan",barang dilempar banyak serpihan pecahan,"['barang', 'dilempar', 'banyak', 'serpihan', 'pecahan']","['barang', 'dilempar', 'banyak', 'serpihan', 'pecahan']"
4 bulan lalu,Maspion Cooling Fan CF-204,barang bagus dan cepat tiba,barang bagus dan cepat tiba,"['barang', 'bagus', 'dan', 'cepat', 'tiba']","['barang', 'bagus', 'dan', 'cepat', 'tiba']"
4 bulan lalu,Maspion Dish Dryer MDD-400,harus di perhatikan quality kontrol nya.  ada retak sedikit di tutup steril nya walaupun tdk pecah. ,harus di perhatikan quality kontrol nya ada retak sedikit di tutup steril nya walaupun tdk pecah ,"['harus', 'di', 'perhatikan', 'quality', 'kontrol', 'nya', 'ada', 'retak', 'sedikit', 'di', 'tutup', 'steril', 'nya', 'walaupun', 'tdk', 'pecah', '']","['harus', 'di', 'perhatikan', 'quality', 'kontrol', 'nya', 'ada', 'retak', 'sedikit', 'di', 'tutup', 'steril', 'nya', 'walaupun', 'tidak', 'pecah', '']"
4 bulan lalu,Maspion Kompor Listrik S - 300,"kwalitas barang ok ,  pengiriman amat sangat tidak ok",kwalitas barang ok pengiriman amat sangat tidak ok,"['kwalitas', 'barang', 'ok', 'pengiriman', 'amat', 'sangat', 'tidak', 'ok']","['kwalitas', 'barang', 'ok', 'pengiriman', 'amat', 'sangat', 'tidak', 'ok']"
4 bulan lalu,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle","kualitas barang ok sih ,  pengiriman nya yang amat sangat tidak ok",kualitas barang ok sih pengiriman nya yang amat sangat tidak ok,"['kualitas', 'barang', 'ok', 'sih', 'pengiriman', 'nya', 'yang', 'amat', 'sangat', 'tidak', 'ok']","['kualitas', 'barang', 'ok', 'sih', 'pengiriman', 'nya', 'yang', 'amat', 'sangat', 'tidak', 'ok']"
4 bulan lalu,Maspion Setrika HA - 110,"barang original dapat garansi,  berfungsi dengan baik dam semoga awet. . . mantap. . . . ",barang original dapat garansi berfungsi dengan baik dam semoga awet mantap ,"['barang', 'original', 'dapat', 'garansi', 'berfungsi', 'dengan', 'baik', 'dam', 'semoga', 'awet', 'mantap', '']","['barang', 'original', 'dapat', 'garansi', 'berfungsi', 'dengan', 'baik', 'dam', 'semoga', 'awet', 'mantap', '']"
4 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,"berfungsi dengan baik,  kondisi aman",berfungsi dengan baik kondisi aman,"['berfungsi', 'dengan', 'baik', 'kondisi', 'aman']","['berfungsi', 'dengan', 'baik', 'kondisi', 'aman']"
4 bulan lalu,Maspion Box Fan 12 Inch JF-2121S,"awalnya bagian tengan tidak berputar.  akhirnya di bongkar semua.  ada missed assembly,  baut ada yang kurang juga di bagian yang gesernya. .  solusi dari seller kirim balik, . . .  ",awalnya bagian tengan tidak berputar akhirnya di bongkar semua ada missed assembly baut ada yang kurang juga di bagian yang gesernya solusi dari seller kirim balik ,"['awalnya', 'bagian', 'tengan', 'tidak', 'berputar', 'akhirnya', 'di', 'bongkar', 'semua', 'ada', 'missed', 'assembly', 'baut', 'ada', 'yang', 'kurang', 'juga', 'di', 'bagian', 'yang', 'gesernya', 'solusi', 'dari', 'seller', 'kirim', 'balik', '']","['awalnya', 'bagian', 'tengan', 'tidak', 'berputar', 'akhirnya', 'di', 'bongkar', 'semua', 'ada', 'missed', 'assembly', 'baut', 'ada', 'yang', 'kurang', 'juga', 'di', 'bagian', 'yang', 'gesernya', 'solusi', 'dari', 'seller', 'kirim', 'balik', '']"
4 bulan lalu,Maspion Automatic Setrika HA-30,kualitas baik. ,kualitas baik ,"['kualitas', 'baik', '']","['kualitas', 'baik', '']"
4 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,sama juga iklan tidak sesuai dengan fakta dan kenyataan hanya berlindung dengan kata² random ini sekelas official store. !!!,sama juga iklan tidak sesuai dengan fakta dan kenyataan hanya berlindung dengan kata random ini sekelas official store ,"['sama', 'juga', 'iklan', 'tidak', 'sesuai', 'dengan', 'fakta', 'dan', 'kenyataan', 'hanya', 'berlindung', 'dengan', 'kata', 'random', 'ini', 'sekelas', 'official', 'store', '']","['sama', 'juga', 'iklan', 'tidak', 'sesuai', 'dengan', 'fakta', 'dan', 'kenyataan', 'hanya', 'berlindung', 'dengan', 'kata', 'random', 'ini', 'sekelas', 'official', 'store', '']"
4 bulan lalu,Maspion Desk Fan 12 Inch EF-30 P2,"ini order yang ke 2. !!!
order 1 di catatan hitam merah dikirim abu-abu hitam
order 2 sudah jelas di catatan biru putih ,  sudah konfirmasi ke admin tapi lagi² sama dikirim. . .  ",ini order yang ke order di catatan hitam merah dikirim abuabu hitam order sudah jelas di catatan biru putih sudah konfirmasi ke admin tapi lagi sama dikirim ,"['ini', 'order', 'yang', 'ke', 'order', 'di', 'catatan', 'hitam', 'merah', 'dikirim', 'abuabu', 'hitam', 'order', 'sudah', 'jelas', 'di', 'catatan', 'biru', 'putih', 'sudah', 'konfirmasi', 'ke', 'admin', 'tapi', 'lagi', 'sama', 'dikirim', '']","['ini', 'order', 'yang', 'ke', 'order', 'di', 'catatan', 'hitam', 'merah', 'dikirim', 'abuabu', 'hitam', 'order', 'sudah', 'jelas', 'di', 'catatan', 'biru', 'putih', 'sudah', 'konfirmasi', 'ke', 'admin', 'tapi', 'lagi', 'sama', 'dikirim', '']"
4 bulan lalu,Maspion Setrika EX1000,barang diterima dengan kondiki baik,barang diterima dengan kondiki baik,"['barang', 'diterima', 'dengan', 'kondiki', 'baik']","['barang', 'diterima', 'dengan', 'kondiki', 'baik']"
4 bulan lalu,"Maspion Power Fan 18"" PW-451 ( 3 In 1 )",mantab,mantab,['mantab'],['mantab']
4 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),dateng penyok tolong besok2 diliat lagi barangnya dibikin sop juga buat pengirimannya biar di ekspedisi ga penyok,dateng penyok tolong besok diliat lagi barangnya dibikin sop juga buat pengirimannya biar di ekspedisi ga penyok,"['dateng', 'penyok', 'tolong', 'besok', 'diliat', 'lagi', 'barangnya', 'dibikin', 'sop', 'juga', 'buat', 'pengirimannya', 'biar', 'di', 'ekspedisi', 'ga', 'penyok']","['datang', 'penyok', 'tolong', 'besok', 'dilihat', 'lagi', 'barangnya', 'dibikin', 'sop', 'juenggak', 'buat', 'pengirimannya', 'biar', 'di', 'ekspedisi', 'enggak', 'penyok']"
4 bulan lalu,Maspion Stand Fan 16 Inch F - 412 S,"adjustor tiang tidak ada,  karena tidak sempat video,  pasti klaim tidak dianggap.  jadi maaf bintang saja yg berbicara ya. ",adjustor tiang tidak ada karena tidak sempat video pasti klaim tidak dianggap jadi maaf bintang saja yg berbicara ya ,"['adjustor', 'tiang', 'tidak', 'ada', 'karena', 'tidak', 'sempat', 'video', 'pasti', 'klaim', 'tidak', 'dianggap', 'jadi', 'maaf', 'bintang', 'saja', 'yg', 'berbicara', 'ya', '']","['adjustor', 'tiang', 'tidak', 'ada', 'karena', 'tidak', 'sempat', 'video', 'pasti', 'klaim', 'tidak', 'dianggap', 'jadi', 'maaf', 'bintang', 'saja', 'yang', 'berbicara', 'ya', '']"
4 bulan lalu,Maspion Mikado Rigoletto Summer Whistling Kettle - Teko Alumunium,material produk bagus kualitas produk bagus produk original,material produk bagus kualitas produk bagus produk original,"['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'produk', 'original']","['material', 'produk', 'bagus', 'kualitas', 'produk', 'bagus', 'produk', 'original']"
4 bulan lalu,Maspion Dispenser Portable MD-19 PAS,"barang diterima dalam keadaan baik.  berfungsi dengan baik.  panas dan dingin nya menyala. 

build quality alakadarnya.  kalau dilihat ada komen begini jg.  tp ya sesuai sm ha. . .  ",barang diterima dalam keadaan baik berfungsi dengan baik panas dan dingin nya menyala build quality alakadarnya kalau dilihat ada komen begini jg tp ya sesuai sm ha ,"['barang', 'diterima', 'dalam', 'keadaan', 'baik', 'berfungsi', 'dengan', 'baik', 'panas', 'dan', 'dingin', 'nya', 'menyala', 'build', 'quality', 'alakadarnya', 'kalau', 'dilihat', 'ada', 'komen', 'begini', 'jg', 'tp', 'ya', 'sesuai', 'sm', 'ha', '']","['barang', 'diterima', 'dalam', 'keadaan', 'baik', 'berfungsi', 'dengan', 'baik', 'panas', 'dan', 'dingin', 'nya', 'menyala', 'build', 'quality', 'alakadarnya', 'kalau', 'dilihat', 'ada', 'komen', 'begini', 'juga', 'tapi', 'ya', 'sesuai', 'sama', 'ha', '']"
4 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ-1003 (1L),lambretaaaa,lambretaaaa,['lambretaaaa'],['lambretaaaa']
4 bulan lalu,Maspion Automatic Setrika HA-30,mantap,mantap,['mantap'],['mantap']
4 bulan lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),mantap,mantap,['mantap'],['mantap']
4 bulan lalu,Maspion Desk Fan 9 Inch F-23 D,"kecil kecil cabe rawit,  thanks ya",kecil kecil cabe rawit thanks ya,"['kecil', 'kecil', 'cabe', 'rawit', 'thanks', 'ya']","['kecil', 'kecil', 'cabe', 'rawit', 'thanks', 'ya']"
4 bulan lalu,Maspion Rice Com MRJ 109 SS (1.2 LITER),"sesuai,  bagus",sesuai bagus,"['sesuai', 'bagus']","['sesuai', 'bagus']"
4 bulan lalu,Maspion Rice Cooker MRC 1819PL (1.8L),pengiriman lambat karena weekend.  produk sesuai deskripsi.  berfungsi dengan baik.  recommended. ,pengiriman lambat karena weekend produk sesuai deskripsi berfungsi dengan baik recommended ,"['pengiriman', 'lambat', 'karena', 'weekend', 'produk', 'sesuai', 'deskripsi', 'berfungsi', 'dengan', 'baik', 'recommended', '']","['pengiriman', 'lambat', 'karena', 'weekend', 'produk', 'sesuai', 'deskripsi', 'berfungsi', 'dengan', 'baik', 'recommended', '']"
4 bulan lalu,Maspion Multi Elektrik Cooker 3510,berfungsi dengan baik hanya saja butuh sabar karena lama panasnya,berfungsi dengan baik hanya saja butuh sabar karena lama panasnya,"['berfungsi', 'dengan', 'baik', 'hanya', 'saja', 'butuh', 'sabar', 'karena', 'lama', 'panasnya']","['berfungsi', 'dengan', 'baik', 'hanya', 'saja', 'butuh', 'sabar', 'karena', 'lama', 'panasnya']"
4 bulan lalu,Maspion Rice Com MRJ 109 SS (1.2 LITER),"produk sesuai deskripsi.  kelengkapan juga ok.  browsing cara bersihkan dan cara masak biar awet,  ternyata mudah juga.  paket diterima tepat waktu dan paket dalam kondisi ba. . .  ",produk sesuai deskripsi kelengkapan juga ok browsing cara bersihkan dan cara masak biar awet ternyata mudah juga paket diterima tepat waktu dan paket dalam kondisi ba ,"['produk', 'sesuai', 'deskripsi', 'kelengkapan', 'juga', 'ok', 'browsing', 'cara', 'bersihkan', 'dan', 'cara', 'masak', 'biar', 'awet', 'ternyata', 'mudah', 'juga', 'paket', 'diterima', 'tepat', 'waktu', 'dan', 'paket', 'dalam', 'kondisi', 'ba', '']","['produk', 'sesuai', 'deskripsi', 'kelengkapan', 'juga', 'ok', 'browsing', 'cara', 'bersihkan', 'dan', 'cara', 'masak', 'biar', 'awet', 'ternyata', 'mudah', 'juga', 'paket', 'diterima', 'tepat', 'waktu', 'dan', 'paket', 'dalam', 'kondisi', 'ba', '']"
4 bulan lalu,Maspion Tower Fan 7 Inch TF 7021 RC,gampang dirakit hemat listrik ⚡ penjualnya ramah banget garansi terjamin,gampang dirakit hemat listrik penjualnya ramah banget garansi terjamin,"['gampang', 'dirakit', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'garansi', 'terjamin']","['gampang', 'dirakit', 'hemat', 'listrik', 'penjualnya', 'ramah', 'banget', 'garansi', 'terjamin']"
4 bulan lalu,Maspion Setrika EX1000,bagus berfungsi baik,bagus berfungsi baik,"['bagus', 'berfungsi', 'baik']","['bagus', 'berfungsi', 'baik']"
